promotion_id,campaign_name,promo_type,discount_value,min_order_value,start_date,end_date,campaign_duration_days,target_segment,campaign_channel,campaign_objective,target_category,expected_response_rate,budget_allocated,cost_per_acquisition,invalid_date_range_flag,negative_discount_flag,invalid_expected_response_rate_flag,invalid_budget_flag,is_valid_date_range
351,Cross_Sell_BOGO_351,BOGO,0.0,0.0,2024-10-04,2024-10-18,14,New_Customer,Push,Cross_Sell,Sports,0.241,43223.09,21.19,False,False,False,False,True
352,Reactivation_BOGO_352,BOGO,0.0,0.0,2024-07-05,2024-08-31,57,Low_Value,SMS,Reactivation,Clothing,0.181,34068.95,33.63,False,False,False,False,True
353,Cross_Sell_BOGO_353,BOGO,0.0,80.93,2025-01-17,2025-01-23,6,All_Customers,Social,Cross_Sell,Unknown,0.113,37668.07,41.62,False,False,False,False,True
354,Acquisition_Free_Shipping_354,Free_Shipping,0.0,0.0,2024-10-05,2024-11-09,35,High_Value,Social,Acquisition,Unknown,0.248,10083.82,29.11,False,False,False,False,True
355,Reactivation_Fixed_Amount_355,Fixed_Amount,95.99,69.33,2025-07-13,2025-09-08,57,All_Customers,Email,Reactivation,Unknown,0.148,14539.83,16.62,False,False,False,False,True
356,Retention_Free_Shipping_356,Free_Shipping,0.0,0.0,2024-12-28,2025-01-17,20,Lapsed,SMS,Retention,Unknown,0.195,47468.73,15.16,False,False,False,False,True
357,Acquisition_Percentage_Discount_357,Percentage_Discount,29.9,89.41,2024-08-03,2024-09-29,57,Lapsed,SMS,Acquisition,Sports,0.225,41839.27,6.66,False,False,False,False,True
358,Upsell_BOGO_358,BOGO,0.0,,2025-06-06,2025-06-19,13,All_Customers,Social,Upsell,Unknown,0.193,13320.0,10.45,False,False,False,False,True
359,Cross_Sell_Fixed_Amount_359,Fixed_Amount,9.51,,2024-10-30,2024-11-12,13,All_Customers,In_App,Cross_Sell,Unknown,0.154,33698.11,26.03,False,False,False,False,True
360,Reactivation_Fixed_Amount_360,Fixed_Amount,48.14,0.0,2025-07-11,2025-07-25,14,Lapsed,Push,Reactivation,Unknown,0.06,43577.68,37.78,False,False,False,False,True
361,Acquisition_BOGO_361,BOGO,0.0,0.0,2025-03-24,2025-05-06,43,High_Value,Push,Acquisition,Unknown,0.127,44167.01,44.78,False,False,False,False,True
362,Upsell_BOGO_362,BOGO,0.0,82.86,2025-01-11,2025-01-31,20,Low_Value,SMS,Upsell,Unknown,0.062,30190.52,42.4,False,False,False,False,True
363,Retention_Free_Shipping_363,Free_Shipping,0.0,0.0,2025-07-11,2025-07-24,13,Lapsed,Email,Retention,Sports,0.137,10579.68,22.72,False,False,False,False,True
364,Reactivation_BOGO_364,BOGO,0.0,72.84,2025-04-11,2025-05-20,39,New_Customer,In_App,Reactivation,Beauty,0.206,28559.65,7.07,False,False,False,False,True
365,Retention_Percentage_Discount_365,Percentage_Discount,22.8,0.0,2024-09-15,2024-09-28,13,New_Customer,Social,Retention,Home,0.198,33489.52,36.01,False,False,False,False,True
366,Acquisition_Percentage_Discount_366,Percentage_Discount,32.1,91.65,2024-11-06,2024-12-29,53,Low_Value,Email,Acquisition,Unknown,0.139,9023.75,11.21,False,False,False,False,True
367,Retention_Percentage_Discount_367,Percentage_Discount,11.7,16.61,2024-07-31,2024-08-06,6,All_Customers,Website_Banner,Retention,Unknown,0.246,39570.72,5.27,False,False,False,False,True
368,Upsell_Fixed_Amount_368,Fixed_Amount,20.45,34.17,2025-06-24,2025-07-02,8,All_Customers,Website_Banner,Upsell,Unknown,0.106,9263.34,30.71,False,False,False,False,True
369,Upsell_BOGO_369,BOGO,0.0,40.45,2025-04-25,2025-05-14,19,Medium_Value,Website_Banner,Upsell,Sports,0.197,33342.61,36.83,False,False,False,False,True
370,Reactivation_Fixed_Amount_370,Fixed_Amount,27.63,0.0,2025-06-09,2025-07-27,48,All_Customers,Email,Reactivation,Unknown,0.078,15832.77,16.58,False,False,False,False,True
371,Acquisition_Fixed_Amount_371,Fixed_Amount,27.8,0.0,2025-03-15,2025-05-02,48,High_Value,In_App,Acquisition,Books,0.209,20664.4,47.43,False,False,False,False,True
372,Reactivation_Free_Shipping_372,Free_Shipping,0.0,52.23,2025-01-02,2025-02-28,57,High_Value,Push,Reactivation,Electronics,0.212,13088.98,43.82,False,False,False,False,True
373,Retention_Fixed_Amount_373,Fixed_Amount,76.46,0.0,2025-08-14,2025-09-02,19,Medium_Value,Social,Retention,Unknown,0.16,1916.75,10.42,False,False,False,False,True
374,Reactivation_Free_Shipping_374,Free_Shipping,0.0,76.91,2025-05-02,2025-06-03,32,Low_Value,Website_Banner,Reactivation,Unknown,0.108,11646.43,49.79,False,False,False,False,True
375,Upsell_Free_Shipping_375,Free_Shipping,0.0,28.53,2025-03-12,2025-03-29,17,Low_Value,Website_Banner,Upsell,Beauty,0.077,22279.3,28.9,False,False,False,False,True
376,Reactivation_Percentage_Discount_376,Percentage_Discount,23.9,74.9,2025-02-25,2025-04-08,42,Medium_Value,Email,Reactivation,Books,0.105,40514.39,13.54,False,False,False,False,True
377,Upsell_BOGO_377,BOGO,0.0,0.0,2024-07-19,2024-08-02,14,New_Customer,In_App,Upsell,Unknown,0.18,21166.98,24.09,False,False,False,False,True
378,Upsell_Fixed_Amount_378,Fixed_Amount,93.26,30.73,2025-06-27,2025-07-13,16,All_Customers,Website_Banner,Upsell,Home,0.053,48182.62,19.93,False,False,False,False,True
379,Cross_Sell_Percentage_Discount_379,Percentage_Discount,42.1,66.88,2025-02-11,2025-02-14,3,Medium_Value,Email,Cross_Sell,Unknown,0.088,25362.71,30.14,False,False,False,False,True
380,Upsell_Percentage_Discount_380,Percentage_Discount,30.8,57.52,2025-06-09,2025-06-23,14,New_Customer,Social,Upsell,Unknown,0.084,9777.9,32.57,False,False,False,False,True
381,Acquisition_Free_Shipping_381,Free_Shipping,0.0,26.9,2024-10-02,2024-10-18,16,Lapsed,SMS,Acquisition,Unknown,0.102,49830.33,14.57,False,False,False,False,True
382,Cross_Sell_BOGO_382,BOGO,0.0,0.0,2025-01-03,2025-01-08,5,All_Customers,In_App,Cross_Sell,Unknown,0.213,27876.93,38.37,False,False,False,False,True
383,Acquisition_Fixed_Amount_383,Fixed_Amount,,0.0,2025-01-17,2025-02-25,39,New_Customer,Social,Acquisition,Home,0.191,6032.86,27.76,False,True,False,False,True
384,Acquisition_Free_Shipping_384,Free_Shipping,0.0,31.92,2024-08-10,2024-09-08,29,Medium_Value,Push,Acquisition,Unknown,0.077,5879.48,37.31,False,False,False,False,True
385,Retention_Free_Shipping_385,Free_Shipping,0.0,,2024-11-05,2024-11-15,10,Low_Value,Email,Retention,Unknown,0.192,21003.75,6.66,False,False,False,False,True
386,Upsell_BOGO_386,BOGO,0.0,0.0,2024-12-19,2025-01-06,18,Low_Value,Email,Upsell,Sports,0.083,7697.58,19.53,False,False,False,False,True
387,Cross_Sell_Percentage_Discount_387,Percentage_Discount,29.6,0.0,2024-10-07,2024-10-14,7,Low_Value,SMS,Cross_Sell,Unknown,0.071,23450.33,18.9,False,False,False,False,True
388,Acquisition_Free_Shipping_388,Free_Shipping,0.0,57.92,2024-12-31,2025-02-07,38,High_Value,SMS,Acquisition,Beauty,0.225,7393.76,6.16,False,False,False,False,True
389,Cross_Sell_Free_Shipping_389,Free_Shipping,0.0,0.0,2024-07-14,2024-07-23,9,High_Value,Email,Cross_Sell,Books,0.181,14442.98,48.1,False,False,False,False,True
390,Retention_Free_Shipping_390,Free_Shipping,0.0,0.0,2024-09-17,2024-10-02,15,New_Customer,Push,Retention,Unknown,0.236,36817.7,37.32,False,False,False,False,True
391,Retention_Free_Shipping_391,Free_Shipping,0.0,0.0,2024-07-07,2024-07-24,17,Lapsed,In_App,Retention,Unknown,0.24,14840.57,13.22,False,False,False,False,True
392,Upsell_Free_Shipping_392,Free_Shipping,0.0,24.53,2024-07-28,2024-08-15,18,Low_Value,In_App,Upsell,Electronics,0.22,40511.35,45.49,False,False,False,False,True
393,Retention_BOGO_393,BOGO,0.0,0.0,2025-01-03,2025-01-22,19,New_Customer,Website_Banner,Retention,Unknown,0.192,27088.74,32.3,False,False,False,False,True
394,Cross_Sell_BOGO_394,BOGO,0.0,0.0,2025-04-10,2025-04-21,11,Lapsed,Social,Cross_Sell,Unknown,0.16,13612.95,23.99,False,False,False,False,True
395,Upsell_Fixed_Amount_395,Fixed_Amount,16.78,65.17,2025-07-19,2025-08-05,17,Lapsed,Push,Upsell,Unknown,0.053,13506.33,13.36,False,False,False,False,True
396,Retention_Free_Shipping_396,Free_Shipping,0.0,0.0,2024-11-03,2024-11-07,4,Medium_Value,Email,Retention,Unknown,0.09,26916.07,20.31,False,False,False,False,True
397,Reactivation_BOGO_397,BOGO,0.0,63.47,2024-08-20,2024-10-02,43,Low_Value,Social,Reactivation,Books,0.246,11257.26,35.3,False,False,False,False,True
398,Retention_Fixed_Amount_398,Fixed_Amount,12.42,0.0,2025-02-19,2025-03-11,20,New_Customer,SMS,Retention,Unknown,0.127,10480.81,11.14,False,False,False,False,True
399,Cross_Sell_Percentage_Discount_399,Percentage_Discount,10.9,65.24,2025-02-25,2025-03-06,9,All_Customers,Website_Banner,Cross_Sell,Unknown,0.074,31831.58,38.96,False,False,False,False,True
400,Reactivation_BOGO_400,BOGO,0.0,0.0,2024-07-16,2024-08-03,18,Low_Value,Social,Reactivation,Clothing,0.238,25375.82,31.59,False,False,False,False,True
401,Upsell_Fixed_Amount_401,Fixed_Amount,7.96,0.0,2024-10-29,2024-11-18,20,Low_Value,Social,Upsell,Unknown,0.131,34673.13,42.42,False,False,False,False,True
402,Cross_Sell_Fixed_Amount_402,Fixed_Amount,63.51,8.98,2025-07-28,2025-08-16,19,High_Value,Website_Banner,Cross_Sell,Sports,0.217,32459.9,31.0,False,False,False,False,True
403,Cross_Sell_Free_Shipping_403,Free_Shipping,0.0,1.09,2024-10-07,2024-10-28,21,High_Value,Website_Banner,Cross_Sell,Unknown,0.088,8447.53,44.73,False,False,False,False,True
404,Cross_Sell_BOGO_404,BOGO,0.0,6.66,2024-07-17,2024-07-21,4,All_Customers,SMS,Cross_Sell,Unknown,0.091,42387.19,15.26,False,False,False,False,True
405,Acquisition_Free_Shipping_405,Free_Shipping,0.0,0.0,2024-08-19,2024-10-04,46,New_Customer,Email,Acquisition,Unknown,0.211,24834.57,33.86,False,False,False,False,True
406,Acquisition_BOGO_406,BOGO,0.0,11.74,2025-07-06,2025-07-24,18,Medium_Value,SMS,Acquisition,Unknown,0.21,37639.46,45.44,False,False,False,False,True
407,Retention_BOGO_407,BOGO,0.0,4.87,2024-11-25,2024-12-08,13,Low_Value,Push,Retention,Beauty,0.116,1291.28,48.65,False,False,False,False,True
408,Acquisition_Percentage_Discount_408,Percentage_Discount,26.1,0.0,2024-08-06,2024-09-03,28,New_Customer,In_App,Acquisition,Clothing,0.231,7261.23,33.66,False,False,False,False,True
409,Reactivation_Percentage_Discount_409,Percentage_Discount,34.9,30.47,2025-07-03,2025-07-25,22,All_Customers,SMS,Reactivation,Unknown,0.134,17339.65,44.32,False,False,False,False,True
410,Reactivation_BOGO_410,BOGO,0.0,71.38,2025-07-30,2025-09-23,55,Low_Value,Website_Banner,Reactivation,Unknown,0.09,30267.9,34.18,False,False,False,False,True
411,Reactivation_BOGO_411,BOGO,0.0,8.86,2025-07-22,2025-09-10,50,Low_Value,In_App,Reactivation,Unknown,0.086,12093.73,19.41,False,False,False,False,True
412,Cross_Sell_Fixed_Amount_412,Fixed_Amount,74.42,97.37,2024-10-10,2024-10-27,17,Low_Value,Push,Cross_Sell,Unknown,0.148,7362.54,27.26,False,False,False,False,True
413,Retention_Percentage_Discount_413,Percentage_Discount,38.6,63.82,2024-12-01,2024-12-10,9,Low_Value,Social,Retention,Beauty,0.208,47277.68,48.84,False,False,False,False,True
414,Upsell_Fixed_Amount_414,Fixed_Amount,68.88,32.1,2025-01-01,2025-01-20,19,New_Customer,Website_Banner,Upsell,Unknown,0.052,23634.92,34.88,False,False,False,False,True
415,Reactivation_BOGO_415,BOGO,0.0,5.88,2025-09-06,2025-09-22,16,Low_Value,SMS,Reactivation,Unknown,0.171,40051.81,49.81,False,False,False,False,True
416,Retention_BOGO_416,BOGO,0.0,0.0,2025-09-20,2025-09-28,8,High_Value,Push,Retention,Unknown,0.167,9118.86,22.75,False,False,False,False,True
417,Acquisition_BOGO_417,BOGO,0.0,82.73,2024-09-14,2024-10-16,32,High_Value,Website_Banner,Acquisition,Unknown,0.073,42605.33,22.48,False,False,False,False,True
418,Acquisition_BOGO_418,BOGO,0.0,0.0,2025-03-27,2025-05-15,49,Medium_Value,Website_Banner,Acquisition,Unknown,0.084,45293.17,18.61,False,False,False,False,True
419,Upsell_Percentage_Discount_419,Percentage_Discount,22.1,99.83,2024-12-28,2025-01-05,8,Medium_Value,Email,Upsell,Unknown,0.199,7634.01,30.58,False,False,False,False,True
420,Upsell_BOGO_420,BOGO,0.0,0.0,2025-03-29,2025-04-15,17,Lapsed,In_App,Upsell,Clothing,0.224,39424.86,25.09,False,False,False,False,True
421,Upsell_BOGO_421,BOGO,0.0,66.56,2024-12-16,2024-12-03,13,Medium_Value,Website_Banner,Upsell,Unknown,0.101,1719.32,29.96,True,False,False,False,False
422,Acquisition_Fixed_Amount_422,Fixed_Amount,87.9,0.0,2025-08-07,2025-09-07,31,New_Customer,In_App,Acquisition,Books,0.185,37057.02,21.4,False,False,False,False,True
423,Acquisition_Free_Shipping_423,Free_Shipping,0.0,78.49,2024-08-21,2024-09-29,39,High_Value,Website_Banner,Acquisition,Unknown,0.062,1093.06,39.9,False,False,False,False,True
424,Cross_Sell_Fixed_Amount_424,Fixed_Amount,14.95,92.26,2025-07-25,2025-08-14,20,New_Customer,SMS,Cross_Sell,Unknown,0.106,1901.86,29.01,False,False,False,False,True
425,Retention_BOGO_425,BOGO,0.0,54.49,2025-01-29,2025-02-11,13,All_Customers,Push,Retention,Electronics,0.138,3592.86,7.03,False,False,False,False,True
426,Retention_Percentage_Discount_426,Percentage_Discount,23.6,53.09,2025-04-18,2025-05-01,13,High_Value,SMS,Retention,Home,0.1,36799.43,48.21,False,False,False,False,True
427,Upsell_Fixed_Amount_427,Fixed_Amount,96.05,11.52,2025-02-08,2025-02-16,8,All_Customers,Push,Upsell,Home,0.105,13041.6,47.07,False,False,False,False,True
428,Upsell_Free_Shipping_428,Free_Shipping,0.0,24.82,2025-05-03,2025-05-09,6,Medium_Value,Social,Upsell,Clothing,0.138,14510.72,44.55,False,False,False,False,True
429,Retention_BOGO_429,BOGO,0.0,33.46,2024-09-30,2024-10-14,14,New_Customer,Website_Banner,Retention,Unknown,0.116,37088.01,7.24,False,False,False,False,True
430,Retention_Percentage_Discount_430,Percentage_Discount,26.8,27.45,2025-02-08,2025-02-17,9,High_Value,In_App,Retention,Unknown,0.106,37468.48,18.16,False,False,False,False,True
431,Acquisition_Fixed_Amount_431,Fixed_Amount,8.46,0.0,2024-08-02,2024-09-13,42,Lapsed,Email,Acquisition,Clothing,0.066,16871.05,17.99,False,False,False,False,True
432,Acquisition_BOGO_432,BOGO,0.0,95.67,2024-10-08,2024-11-27,50,New_Customer,In_App,Acquisition,Beauty,0.115,47972.8,39.48,False,False,False,False,True
433,Retention_BOGO_433,BOGO,0.0,43.09,2024-08-23,2024-09-10,18,Medium_Value,Email,Retention,Clothing,0.101,43467.37,25.88,False,False,False,False,True
434,Upsell_Percentage_Discount_434,Percentage_Discount,8.7,0.0,2024-12-06,2024-12-20,14,Medium_Value,Website_Banner,Upsell,Books,0.206,7950.95,42.26,False,False,False,False,True
435,Acquisition_Free_Shipping_435,Free_Shipping,0.0,36.44,2025-07-24,2025-08-09,16,Low_Value,In_App,Acquisition,Sports,0.208,34591.75,17.29,False,False,False,False,True
436,Acquisition_BOGO_436,BOGO,0.0,89.83,2024-07-29,2024-09-01,34,High_Value,SMS,Acquisition,Home,0.083,30303.24,24.41,False,False,False,False,True
437,Retention_BOGO_437,BOGO,0.0,0.0,2025-02-22,2025-02-27,5,New_Customer,In_App,Retention,Electronics,0.109,34139.64,24.41,False,False,False,False,True
438,Upsell_Free_Shipping_438,Free_Shipping,0.0,77.5,2025-08-11,2025-08-26,15,Lapsed,Website_Banner,Upsell,Beauty,0.068,20023.36,26.89,False,False,False,False,True
439,Retention_Free_Shipping_439,Free_Shipping,0.0,67.59,2025-01-23,2025-02-07,15,New_Customer,Push,Retention,Unknown,0.199,5605.84,5.73,False,False,False,False,True
440,Cross_Sell_Fixed_Amount_440,Fixed_Amount,82.6,0.0,2025-03-17,2025-04-01,15,New_Customer,Social,Cross_Sell,Electronics,0.22,35771.13,11.26,False,False,False,False,True
441,Upsell_Percentage_Discount_441,Percentage_Discount,23.6,92.12,2024-08-24,2024-09-08,15,New_Customer,Social,Upsell,Unknown,0.091,11634.07,28.34,False,False,False,False,True
442,Reactivation_Fixed_Amount_442,Fixed_Amount,79.56,0.0,2025-06-07,2025-07-22,45,Low_Value,In_App,Reactivation,Unknown,0.152,9733.35,31.89,False,False,False,False,True
443,Acquisition_Fixed_Amount_443,Fixed_Amount,91.16,28.67,2024-07-12,2024-08-27,46,New_Customer,Website_Banner,Acquisition,Unknown,0.08,18620.08,29.29,False,False,False,False,True
444,Reactivation_Free_Shipping_444,Free_Shipping,0.0,77.55,2025-03-04,2025-04-08,35,Medium_Value,Push,Reactivation,Home,0.248,48197.22,5.16,False,False,False,False,True
445,Upsell_BOGO_445,BOGO,,28.84,2025-02-19,2025-02-25,6,High_Value,Website_Banner,Upsell,Beauty,0.173,37280.15,45.25,False,True,False,False,True
446,Cross_Sell_BOGO_446,BOGO,0.0,16.66,2025-03-05,2025-03-24,19,Low_Value,Website_Banner,Cross_Sell,Unknown,0.171,22835.92,34.35,False,False,False,False,True
447,Acquisition_Percentage_Discount_447,Percentage_Discount,28.4,26.01,2025-07-03,2025-08-28,56,Medium_Value,Email,Acquisition,Electronics,0.187,14973.04,32.77,False,False,False,False,True
448,Acquisition_Fixed_Amount_448,Fixed_Amount,34.04,58.86,2025-04-26,2025-06-09,44,Medium_Value,In_App,Acquisition,Home,0.141,20696.19,6.17,False,False,False,False,True
449,Reactivation_Fixed_Amount_449,Fixed_Amount,69.46,0.0,2025-07-23,2025-08-09,17,All_Customers,Website_Banner,Reactivation,Clothing,0.082,41754.53,41.89,False,False,False,False,True
450,Acquisition_BOGO_450,BOGO,0.0,39.34,2025-02-23,2025-03-17,22,Lapsed,Email,Acquisition,Home,0.224,8909.65,6.36,False,False,False,False,True
451,Reactivation_Fixed_Amount_451,Fixed_Amount,63.03,0.0,2025-07-09,2025-08-17,39,Low_Value,Social,Reactivation,Unknown,0.095,18335.73,46.45,False,False,False,False,True
452,Retention_BOGO_452,BOGO,0.0,44.76,2024-08-29,2024-09-02,4,High_Value,SMS,Retention,Unknown,0.147,10637.87,29.34,False,False,False,False,True
453,Upsell_Free_Shipping_453,Free_Shipping,0.0,68.57,2025-01-31,2025-02-21,21,All_Customers,In_App,Upsell,Unknown,0.085,15730.84,12.6,False,False,False,False,True
454,Retention_Free_Shipping_454,Free_Shipping,0.0,0.0,2024-10-08,2024-10-25,17,New_Customer,Email,Retention,Unknown,0.05,21679.21,19.8,False,False,False,False,True
455,Cross_Sell_BOGO_455,BOGO,0.0,,2025-07-08,2025-07-27,19,Medium_Value,Social,Cross_Sell,Unknown,0.244,28664.26,22.34,False,False,False,False,True
456,Cross_Sell_Free_Shipping_456,Free_Shipping,0.0,90.34,2024-11-07,2024-11-17,10,High_Value,SMS,Cross_Sell,Books,0.151,48644.98,42.79,False,False,False,False,True
457,Upsell_Fixed_Amount_457,Fixed_Amount,88.22,30.77,2024-10-17,2024-10-23,6,Lapsed,Email,Upsell,Home,0.134,17377.43,45.46,False,False,False,False,True
458,Acquisition_Fixed_Amount_458,Fixed_Amount,30.86,0.0,2025-07-21,2025-09-13,54,Lapsed,SMS,Acquisition,Beauty,0.144,10347.6,22.89,False,False,False,False,True
459,Retention_Percentage_Discount_459,Percentage_Discount,34.8,0.0,2024-09-01,2024-09-14,13,Low_Value,Push,Retention,Unknown,0.096,13013.71,36.95,False,False,False,False,True
460,Reactivation_Free_Shipping_460,Free_Shipping,0.0,98.66,2024-09-20,2024-11-03,44,New_Customer,Push,Reactivation,Beauty,0.225,49511.87,12.29,False,False,False,False,True
461,Reactivation_Percentage_Discount_461,Percentage_Discount,34.0,34.0,2025-01-08,2025-03-05,56,Lapsed,In_App,Reactivation,Electronics,0.236,43109.26,38.58,False,False,False,False,True
462,Reactivation_BOGO_462,BOGO,0.0,0.0,2024-11-13,2024-11-27,14,High_Value,Website_Banner,Reactivation,Home,0.124,9680.89,18.19,False,False,False,False,True
463,Retention_Percentage_Discount_463,Percentage_Discount,11.9,15.38,2025-05-25,2025-06-01,7,New_Customer,SMS,Retention,Unknown,0.126,18082.92,33.3,False,False,False,False,True
464,Retention_Free_Shipping_464,Free_Shipping,0.0,21.77,2024-07-18,2024-08-06,19,High_Value,In_App,Retention,Books,0.061,10877.88,23.38,False,False,False,False,True
465,Retention_BOGO_465,BOGO,0.0,5.04,2025-03-16,2025-03-24,8,All_Customers,SMS,Retention,Books,0.054,33972.65,16.87,False,False,False,False,True
466,Upsell_Free_Shipping_466,Free_Shipping,0.0,0.0,2025-04-20,2025-05-01,11,Low_Value,SMS,Upsell,Unknown,0.2,28451.92,42.48,False,False,False,False,True
467,Cross_Sell_Free_Shipping_467,Free_Shipping,0.0,2.42,2024-12-01,2024-12-06,5,New_Customer,Push,Cross_Sell,Unknown,0.136,48885.39,34.12,False,False,False,False,True
468,Acquisition_Fixed_Amount_468,Fixed_Amount,89.99,0.0,2025-01-18,2025-03-10,51,Low_Value,In_App,Acquisition,Unknown,0.246,32344.76,6.34,False,False,False,False,True
469,Acquisition_Free_Shipping_469,Free_Shipping,0.0,13.74,2024-10-20,2024-12-02,43,New_Customer,SMS,Acquisition,Unknown,0.057,46463.3,28.91,False,False,False,False,True
470,Retention_Fixed_Amount_470,Fixed_Amount,13.32,0.0,2025-02-21,2025-03-07,14,All_Customers,Website_Banner,Retention,Sports,0.149,23051.1,47.38,False,False,False,False,True
471,Acquisition_Free_Shipping_471,Free_Shipping,0.0,70.14,2025-01-18,2025-03-03,44,Low_Value,Website_Banner,Acquisition,Home,0.054,46424.12,26.33,False,False,False,False,True
472,Reactivation_BOGO_472,BOGO,0.0,97.02,2024-12-30,2025-02-12,44,Low_Value,In_App,Reactivation,Unknown,0.112,47905.73,22.5,False,False,False,False,True
473,Acquisition_Percentage_Discount_473,Percentage_Discount,7.6,,2024-07-27,2024-08-18,22,New_Customer,Push,Acquisition,Unknown,0.232,10040.34,29.47,False,False,False,False,True
474,Retention_BOGO_474,BOGO,0.0,27.56,2025-06-04,2025-06-23,19,New_Customer,Email,Retention,Unknown,0.211,16424.14,40.9,False,False,False,False,True
475,Upsell_Free_Shipping_475,Free_Shipping,0.0,40.41,2024-08-24,2024-09-05,12,High_Value,Push,Upsell,Unknown,0.128,19331.01,8.82,False,False,False,False,True
476,Upsell_Percentage_Discount_476,Percentage_Discount,24.6,66.59,2024-11-29,2024-12-15,16,Medium_Value,Push,Upsell,Unknown,0.178,10541.49,39.76,False,False,False,False,True
477,Upsell_Free_Shipping_477,Free_Shipping,0.0,1.95,2024-11-11,2024-11-15,4,High_Value,Website_Banner,Upsell,Unknown,0.23,8043.58,43.86,False,False,False,False,True
478,Upsell_Fixed_Amount_478,Fixed_Amount,57.76,0.0,2024-10-29,2024-11-12,14,High_Value,SMS,Upsell,Beauty,0.196,12625.02,37.18,False,False,False,False,True
479,Cross_Sell_BOGO_479,BOGO,0.0,1.06,2024-12-07,2024-12-16,9,High_Value,Website_Banner,Cross_Sell,Unknown,0.114,49661.52,44.29,False,False,False,False,True
480,Acquisition_Percentage_Discount_480,Percentage_Discount,20.1,0.0,2025-01-30,2025-03-29,58,Medium_Value,Push,Acquisition,Beauty,0.126,24929.79,23.01,False,False,False,False,True
481,Retention_Percentage_Discount_481,Percentage_Discount,15.9,,2025-02-06,2025-02-21,15,Low_Value,Social,Retention,Electronics,0.129,11422.19,26.29,False,False,False,False,True
482,Retention_BOGO_482,BOGO,0.0,87.77,2025-08-08,2025-08-17,9,Medium_Value,Push,Retention,Unknown,0.223,30817.89,38.62,False,False,False,False,True
483,Upsell_Free_Shipping_483,Free_Shipping,0.0,98.27,2025-06-09,2025-06-29,20,All_Customers,In_App,Upsell,Electronics,0.128,30027.48,23.02,False,False,False,False,True
484,Cross_Sell_Percentage_Discount_484,Percentage_Discount,22.2,92.68,2025-09-04,2025-09-08,4,Lapsed,SMS,Cross_Sell,Unknown,0.172,45416.17,36.61,False,False,False,False,True
485,Reactivation_Free_Shipping_485,Free_Shipping,0.0,,2024-08-06,2024-08-25,19,Lapsed,Email,Reactivation,Unknown,0.057,10479.62,27.95,False,False,False,False,True
486,Cross_Sell_Fixed_Amount_486,Fixed_Amount,65.71,75.51,2024-11-16,2024-11-30,14,High_Value,Push,Cross_Sell,Clothing,0.109,22555.97,25.91,False,False,False,False,True
487,Retention_Fixed_Amount_487,Fixed_Amount,59.67,0.0,2025-07-13,2025-08-02,20,Medium_Value,Email,Retention,Unknown,0.198,10212.3,43.84,False,False,False,False,True
488,Upsell_BOGO_488,BOGO,0.0,0.0,2024-08-31,2024-09-08,8,Low_Value,Push,Upsell,Unknown,0.11,36214.82,39.42,False,False,False,False,True
489,Retention_Free_Shipping_489,Free_Shipping,0.0,0.0,2024-12-21,2025-01-01,11,Medium_Value,Push,Retention,Sports,0.151,17330.81,13.95,False,False,False,False,True
490,Retention_Fixed_Amount_490,Fixed_Amount,63.42,3.23,2025-08-31,2025-09-09,9,New_Customer,Push,Retention,Unknown,0.134,30156.37,39.67,False,False,False,False,True
491,Cross_Sell_BOGO_491,BOGO,0.0,14.3,2025-01-20,2025-02-07,18,Low_Value,Push,Cross_Sell,Clothing,0.134,35655.77,25.38,False,False,False,False,True
492,Cross_Sell_Percentage_Discount_492,Percentage_Discount,17.7,0.0,2025-02-01,2025-02-14,13,New_Customer,Website_Banner,Cross_Sell,Unknown,0.064,27729.0,7.83,False,False,False,False,True
493,Acquisition_BOGO_493,BOGO,0.0,0.0,2025-04-22,2025-05-20,28,All_Customers,Push,Acquisition,Unknown,0.243,37072.45,32.6,False,False,False,False,True
494,Cross_Sell_BOGO_494,BOGO,0.0,0.0,2024-11-17,2024-11-25,8,High_Value,Email,Cross_Sell,Home,0.188,10948.33,7.06,False,False,False,False,True
495,Cross_Sell_Fixed_Amount_495,Fixed_Amount,93.56,24.25,2025-07-19,2025-08-04,16,Low_Value,In_App,Cross_Sell,Electronics,0.091,43009.87,12.21,False,False,False,False,True
496,Upsell_Free_Shipping_496,Free_Shipping,0.0,16.8,2025-07-03,2025-07-06,3,High_Value,Push,Upsell,Books,0.126,43402.77,22.01,False,False,False,False,True
497,Acquisition_BOGO_497,BOGO,0.0,0.0,2025-06-04,2025-07-17,43,All_Customers,Push,Acquisition,Electronics,0.201,21299.56,9.02,False,False,False,False,True
498,Cross_Sell_BOGO_498,BOGO,0.0,31.59,2025-06-27,2025-07-18,21,All_Customers,Push,Cross_Sell,Unknown,0.21,4734.13,12.5,False,False,False,False,True
499,Retention_Free_Shipping_499,Free_Shipping,0.0,86.02,2025-05-20,2025-05-31,11,High_Value,Email,Retention,Home,0.133,13492.48,35.05,False,False,False,False,True
500,Retention_Fixed_Amount_500,Fixed_Amount,76.48,19.78,2024-07-17,2024-07-27,10,New_Customer,SMS,Retention,Unknown,0.247,22788.32,25.56,False,False,False,False,True
501,Acquisition_BOGO_501,BOGO,0.0,0.0,2025-04-10,2025-05-13,33,Medium_Value,Push,Acquisition,Unknown,0.168,15291.41,29.89,False,False,False,False,True
