order_item_id,order_id,product_id,product_category,quantity,unit_price,item_revenue,line_total,promotion_id,attributed_to_promo,invalid_quantity_flag,invalid_unit_price_flag,promo_attributed_without_promotion_id_flag,invalid_promotion_reference_flag
2973,5934,18,Home,3.0,107.89,323.67,323.67,1101.0,True,False,False,False,False
2974,3320,137,Electronics,3.0,432.78,1298.34,1298.34,497.0,True,False,False,False,False
2975,11067,722,Clothing,3.0,141.57,424.71,424.71,,False,False,False,False,False
2976,14976,839,Home,2.0,129.92,259.84,259.84,,False,False,False,False,False
2977,8435,498,Clothing,1.0,80.16,80.16,80.16,,False,False,False,False,False
2978,460,348,Electronics,1.0,101.33,101.33,101.33,,False,False,False,False,False
2979,14792,719,Beauty,1.0,50.58,50.58,50.58,,False,False,False,False,False
2980,11197,582,Home,2.0,30.01,60.02,60.02,,False,False,False,False,False
2981,13257,113,Beauty,2.0,139.74,279.48,279.48,,False,False,False,False,False
2982,821,769,Home,2.0,204.08,408.16,408.16,,False,False,False,False,False
2983,1854,385,Sports,1.0,220.18,220.18,220.18,,False,False,False,False,False
2984,13979,831,Clothing,3.0,35.99,107.97,107.97,,False,False,False,False,False
2985,11084,474,Beauty,1.0,25.31,25.31,25.31,,False,False,False,False,False
2986,2449,234,Clothing,1.0,187.75,187.75,187.75,,False,False,False,False,False
2987,4649,44,Sports,3.0,103.22,309.66,309.66,,False,False,False,False,False
2988,10343,138,Books,1.0,17.55,17.55,17.55,,False,False,False,False,False
2989,10303,36,Electronics,2.0,331.74,663.48,663.48,1361.0,True,False,False,False,False
2990,3912,700,Electronics,1.0,487.41,487.41,487.41,,False,False,False,False,False
2991,13123,257,Electronics,2.0,419.33,838.66,838.66,,False,False,False,False,False
2992,313,945,Electronics,1.0,54.1,54.1,54.1,,False,False,False,False,False
2993,3924,182,Clothing,2.0,53.6,107.2,107.2,,False,False,False,False,False
2994,7150,729,Electronics,2.0,140.39,280.78,280.78,,False,False,False,False,False
2995,9400,571,Beauty,2.0,134.0,268.0,268.0,,False,False,False,False,False
2996,13053,267,Clothing,1.0,73.88,73.88,73.88,1233.0,True,False,False,False,False
2997,4934,65,Electronics,2.0,104.52,209.04,209.04,,False,False,False,False,False
2998,5451,602,Home,2.0,291.76,583.52,583.52,,False,False,False,False,False
2999,8056,24,Books,3.0,18.03,54.09,54.09,,False,False,False,False,False
3000,12479,627,Books,1.0,33.73,33.73,33.73,,False,False,False,False,False
3001,12995,509,Clothing,1.0,188.62,188.62,188.62,,False,False,False,False,False
3002,13654,798,Sports,3.0,96.05,288.15,288.15,,False,False,False,False,False
3003,11266,620,Electronics,1.0,202.36,202.36,202.36,,False,False,False,False,False
3004,915,505,Sports,2.0,71.98,143.96,143.96,,False,False,False,False,False
3005,9543,595,Home,1.0,169.21,169.21,169.21,,False,False,False,False,False
3006,5245,954,Books,3.0,9.01,27.03,27.03,470.0,True,False,False,False,False
3007,11936,119,Home,3.0,207.16,621.48,621.48,311.0,True,False,False,False,False
3008,8127,217,Clothing,3.0,83.22,249.66,249.66,,False,False,False,False,False
3009,13670,245,Clothing,3.0,94.1,282.3,282.3,,False,False,False,False,False
3010,989,536,Sports,2.0,116.56,233.12,233.12,,False,False,False,False,False
3011,7448,938,Home,3.0,270.91,812.73,812.73,,False,False,False,False,False
3012,13861,298,Clothing,1.0,40.05,40.05,40.05,232.0,True,False,False,False,False
3013,12368,107,Electronics,1.0,388.81,388.81,388.81,1433.0,True,False,False,False,False
3014,2177,124,Home,2.0,36.36,72.72,72.72,,False,False,False,False,False
3015,13627,970,Home,3.0,256.85,770.55,770.55,141.0,True,False,False,False,False
3016,8089,969,Clothing,2.0,54.74,109.48,109.48,,False,False,False,False,False
3017,9021,41,Books,1.0,9.17,9.17,9.17,,False,False,False,False,False
3018,10186,271,Clothing,2.0,120.91,241.82,241.82,,False,False,False,False,False
3019,1297,610,Beauty,1.0,98.98,98.98,98.98,,False,False,False,False,False
3020,3328,953,Home,3.0,253.42,760.26,760.26,,False,False,False,False,False
3021,5454,129,Electronics,3.0,250.94,752.82,752.82,,False,False,False,False,False
3022,12773,28,Beauty,2.0,59.18,118.36,118.36,,False,False,False,False,False
3023,14906,856,Electronics,2.0,486.31,972.62,972.62,,False,False,False,False,False
3024,2979,86,Clothing,3.0,150.49,451.47,451.47,,False,False,False,False,False
3025,9022,435,Electronics,2.0,353.21,706.42,706.42,,False,False,False,False,False
3026,13472,73,Home,1.0,178.72,178.72,178.72,,False,False,False,False,False
3027,9267,258,Beauty,1.0,30.11,30.11,30.11,,False,False,False,False,False
3028,7907,482,Beauty,2.0,39.52,79.04,79.04,,False,False,False,False,False
3029,12027,468,Electronics,3.0,381.98,1145.94,1145.94,707.0,True,False,False,False,False
3030,2290,397,Beauty,1.0,87.96,87.96,87.96,1040.0,True,False,False,False,False
3031,11036,742,Sports,3.0,86.1,258.3,258.3,1234.0,True,False,False,False,False
3032,8134,687,Home,2.0,55.09,110.18,110.18,1190.0,True,False,False,False,False
3033,641,682,Electronics,2.0,133.77,267.54,267.54,,False,False,False,False,False
3034,5893,397,Electronics,2.0,386.77,773.54,773.54,,False,False,False,False,False
3035,9928,779,Home,3.0,293.45,880.35,880.35,,False,False,False,False,False
3036,5093,32,Sports,2.0,96.99,193.98,193.98,,False,False,False,False,False
3037,5566,320,Beauty,3.0,72.51,217.53,217.53,296.0,True,False,False,False,False
3038,11869,49,Electronics,1.0,427.26,427.26,427.26,,False,False,False,False,False
3039,14037,185,Home,2.0,256.82,513.64,513.64,18.0,True,False,False,False,False
3040,14345,432,Home,2.0,104.83,209.66,209.66,1401.0,True,False,False,False,False
3041,11338,160,Beauty,3.0,72.53,217.59,217.59,,False,False,False,False,False
3042,5258,378,Books,2.0,44.82,89.64,89.64,,False,False,False,False,False
3043,12896,527,Books,1.0,35.26,35.26,35.26,,False,False,False,False,False
3044,1270,136,Clothing,3.0,183.84,551.52,551.52,,False,False,False,False,False
3045,13581,534,Books,1.0,13.28,13.28,13.28,,False,False,False,False,False
3046,2958,819,Clothing,2.0,127.95,255.9,255.9,,False,False,False,False,False
3047,6817,906,Electronics,1.0,293.92,293.92,293.92,,False,False,False,False,False
3048,11903,941,Sports,1.0,195.95,195.95,195.95,,False,False,False,False,False
3049,7833,570,Clothing,2.0,183.76,367.52,367.52,1439.0,True,False,False,False,False
3050,6959,667,Beauty,3.0,36.26,108.78,108.78,,False,False,False,False,False
3051,1954,156,Sports,2.0,145.25,290.5,290.5,,False,False,False,False,False
3052,8102,273,Clothing,3.0,194.94,584.82,584.82,,False,False,False,False,False
3053,8678,387,Sports,3.0,66.74,200.22,200.22,,False,False,False,False,False
3054,7034,846,Beauty,2.0,89.86,179.72,179.72,,False,False,False,False,False
3055,9192,269,Electronics,2.0,100.42,200.84,200.84,,False,False,False,False,False
3056,12211,179,Electronics,1.0,297.31,297.31,297.31,1064.0,True,False,False,False,False
3057,2154,639,Books,3.0,13.23,39.69,39.69,,False,False,False,False,False
3058,6247,578,Clothing,3.0,118.09,354.27,354.27,,False,False,False,False,False
3059,2061,523,Electronics,1.0,394.2,394.2,394.2,,False,False,False,False,False
3060,9028,258,Clothing,3.0,37.1,111.3,111.3,,False,False,False,False,False
3061,12126,407,Home,2.0,64.97,129.94,129.94,,False,False,False,False,False
3062,3870,602,Clothing,1.0,185.38,185.38,185.38,,False,False,False,False,False
3063,4858,941,Books,3.0,10.38,31.14,31.14,,False,False,False,False,False
3064,2347,214,Beauty,2.0,18.66,37.32,37.32,,False,False,False,False,False
3065,14986,766,Books,2.0,13.27,26.54,26.54,,False,False,False,False,False
3066,10122,787,Books,2.0,36.32,72.64,72.64,,False,False,False,False,False
3067,14408,865,Electronics,2.0,186.61,373.22,373.22,87.0,True,False,False,False,False
3068,5183,395,Beauty,1.0,56.75,56.75,56.75,,False,False,False,False,False
3069,339,477,Clothing,2.0,116.26,232.52,232.52,,False,False,False,False,False
3070,9693,323,Electronics,3.0,66.92,200.76,200.76,,False,False,False,False,False
3071,14706,214,Home,1.0,65.19,65.19,65.19,,False,False,False,False,False
3072,11743,841,Sports,3.0,174.94,524.82,524.82,,False,False,False,False,False
3073,9278,871,Beauty,2.0,140.63,281.26,281.26,,False,False,False,False,False
3074,4219,427,Clothing,2.0,185.83,371.66,371.66,153.0,True,False,False,False,False
3075,9194,569,Beauty,1.0,30.18,30.18,30.18,540.0,True,False,False,False,False
3076,1144,529,Books,2.0,12.56,25.12,25.12,,False,False,False,False,False
3077,11972,918,Electronics,2.0,393.76,787.52,787.52,9.0,True,False,False,False,False
3078,10910,768,Clothing,1.0,73.98,73.98,73.98,,False,False,False,False,False
3079,13095,415,Books,1.0,6.69,6.69,6.69,,False,False,False,False,False
3080,4303,673,Beauty,3.0,80.83,242.49,242.49,77.0,True,False,False,False,False
3081,14893,271,Beauty,1.0,83.45,83.45,83.45,1382.0,True,False,False,False,False
3082,7926,141,Electronics,3.0,472.3,1416.9,1416.9,1071.0,True,False,False,False,False
3083,8010,540,Beauty,3.0,32.62,97.86,97.86,,False,False,False,False,False
3084,12867,333,Home,3.0,33.74,101.22,101.22,,False,False,False,False,False
3085,6729,623,Clothing,1.0,109.68,109.68,109.68,,False,False,False,False,False
3086,2926,102,Beauty,3.0,54.97,164.91,164.91,,False,False,False,False,False
3087,5971,38,Sports,2.0,107.65,215.3,215.3,,False,False,False,False,False
3088,10009,930,Books,3.0,17.5,52.5,52.5,,False,False,False,False,False
3089,14531,778,Books,2.0,7.15,14.3,14.3,497.0,True,False,False,False,False
3090,7021,37,Sports,1.0,237.63,237.63,237.63,,False,False,False,False,False
3091,14864,785,Sports,3.0,174.41,523.23,523.23,,False,False,False,False,False
3092,2369,465,Clothing,2.0,168.63,337.26,337.26,,False,False,False,False,False
3093,8398,416,Sports,1.0,121.71,121.71,121.71,861.0,True,False,False,False,False
3094,12394,4,Electronics,3.0,268.8,806.4,806.4,,False,False,False,False,False
3095,231,91,Clothing,1.0,136.33,136.33,136.33,,False,False,False,False,False
3096,2550,781,Sports,3.0,175.08,525.24,525.24,,False,False,False,False,False
3097,8162,181,Books,2.0,29.6,59.2,59.2,1144.0,True,False,False,False,False
3098,11169,311,Sports,2.0,110.82,221.64,221.64,,False,False,False,False,False
3099,5976,283,Beauty,2.0,37.03,74.06,74.06,,False,False,False,False,False
3100,3857,712,Sports,1.0,229.02,229.02,229.02,,False,False,False,False,False
3101,1619,746,Books,2.0,36.65,73.3,73.3,77.0,True,False,False,False,False
3102,1768,821,Books,2.0,35.24,70.48,70.48,,False,False,False,False,False
3103,3449,375,Electronics,2.0,381.18,762.36,762.36,,False,False,False,False,False
3104,7134,190,Sports,2.0,200.09,400.18,400.18,,False,False,False,False,False
3105,4367,81,Home,3.0,69.41,208.23,208.23,,False,False,False,False,False
3106,3345,783,Sports,2.0,42.16,84.32,84.32,,False,False,False,False,False
3107,3267,24,Beauty,1.0,50.65,50.65,50.65,139.0,True,False,False,False,False
3108,8946,160,Sports,1.0,60.78,60.78,60.78,,False,False,False,False,False
3109,7433,623,Beauty,2.0,54.0,108.0,108.0,,False,False,False,False,False
3110,7156,748,Home,2.0,53.23,106.46,106.46,,False,False,False,False,False
3111,12752,360,Books,1.0,17.26,17.26,17.26,,False,False,False,False,False
3112,4699,346,Beauty,1.0,25.33,25.33,25.33,,False,False,False,False,False
3113,12662,297,Sports,1.0,125.17,125.17,125.17,1317.0,True,False,False,False,False
3114,259,373,Beauty,3.0,36.78,110.34,110.34,1052.0,True,False,False,False,False
3115,4631,505,Sports,2.0,93.54,187.08,187.08,1046.0,True,False,False,False,False
3116,1454,286,Books,3.0,7.06,21.18,21.18,,False,False,False,False,False
3117,14653,611,Beauty,3.0,62.78,188.34,188.34,944.0,True,False,False,False,False
3118,10185,426,Clothing,1.0,89.86,89.86,89.86,,False,False,False,False,False
3119,6835,141,Beauty,3.0,15.33,45.99,45.99,,False,False,False,False,False
3120,4163,281,Clothing,1.0,73.06,73.06,73.06,405.0,True,False,False,False,False
3121,10508,515,Home,2.0,222.99,445.98,445.98,18.0,True,False,False,False,False
3122,20,162,Sports,1.0,223.78,223.78,223.78,,False,False,False,False,False
3123,11117,395,Books,3.0,41.37,124.11,124.11,,False,False,False,False,False
3124,4848,474,Home,2.0,258.98,517.96,517.96,,False,False,False,False,False
3125,13655,458,Sports,2.0,186.86,373.72,373.72,,False,False,False,False,False
3126,12677,795,Home,2.0,88.64,177.28,177.28,1469.0,True,False,False,False,False
3127,332,924,Electronics,2.0,342.76,685.52,685.52,,False,False,False,False,False
3128,2453,342,Beauty,1.0,24.66,24.66,24.66,,False,False,False,False,False
3129,13287,651,Beauty,1.0,105.91,105.91,105.91,1012.0,True,False,False,False,False
3130,10622,698,Electronics,1.0,231.03,231.03,231.03,,False,False,False,False,False
3131,8966,754,Electronics,2.0,290.81,581.62,581.62,,False,False,False,False,False
3132,9803,401,Clothing,2.0,111.43,222.86,222.86,,False,False,False,False,False
3133,2819,185,Beauty,3.0,126.3,378.9,378.9,,False,False,False,False,False
3134,11314,48,Home,3.0,234.65,703.95,703.95,,False,False,False,False,False
3135,12848,437,Clothing,1.0,114.67,114.67,114.67,825.0,True,False,False,False,False
3136,12490,543,Sports,3.0,175.12,525.36,525.36,,False,False,False,False,False
3137,8204,376,Books,2.0,38.89,77.78,77.78,,False,False,False,False,False
3138,14427,262,Home,2.0,41.28,82.56,82.56,,False,False,False,False,False
3139,12108,670,Beauty,2.0,81.5,163.0,163.0,,False,False,False,False,False
3140,9136,923,Sports,2.0,148.58,297.16,297.16,,False,False,False,False,False
3141,4849,748,Beauty,1.0,90.62,90.62,90.62,1438.0,True,False,False,False,False
3142,3556,145,Beauty,2.0,46.11,92.22,92.22,,False,False,False,False,False
3143,328,745,Electronics,2.0,300.82,601.64,601.64,,False,False,False,False,False
3144,8508,190,Beauty,3.0,54.75,164.25,164.25,,False,False,False,False,False
3145,13357,183,Beauty,3.0,98.39,295.17,295.17,,False,False,False,False,False
3146,12203,168,Clothing,1.0,90.18,90.18,90.18,,False,False,False,False,False
3147,7596,216,Home,1.0,244.71,244.71,244.71,,False,False,False,False,False
3148,5081,284,Beauty,3.0,104.75,314.25,314.25,,False,False,False,False,False
3149,14582,636,Books,2.0,22.85,45.7,45.7,,False,False,False,False,False
3150,5074,358,Electronics,3.0,141.49,424.47,424.47,,False,False,False,False,False
3151,9198,821,Books,1.0,31.2,31.2,31.2,,False,False,False,False,False
3152,5990,397,Books,3.0,29.18,87.54,87.54,,False,False,False,False,False
3153,7614,94,Beauty,3.0,79.51,238.53,238.53,,False,False,False,False,False
3154,8877,72,Sports,2.0,205.01,410.02,410.02,,False,False,False,False,False
3155,1351,51,Electronics,1.0,84.99,84.99,84.99,113.0,True,False,False,False,False
3156,9200,818,Clothing,2.0,47.41,94.82,94.82,,False,False,False,False,False
3157,11472,888,Books,2.0,49.12,98.24,98.24,,False,False,False,False,False
3158,12461,340,Clothing,2.0,55.03,110.06,110.06,,False,False,False,False,False
3159,7283,155,Electronics,3.0,223.56,670.68,670.68,,False,False,False,False,False
3160,939,316,Sports,3.0,218.79,656.37,656.37,,False,False,False,False,False
3161,9648,925,Books,3.0,45.72,137.16,137.16,,False,False,False,False,False
3162,3930,428,Beauty,2.0,20.68,41.36,41.36,,False,False,False,False,False
3163,9567,272,Sports,3.0,223.65,670.95,670.95,,False,False,False,False,False
3164,12669,583,Beauty,1.0,124.33,124.33,124.33,,False,False,False,False,False
3165,384,653,Clothing,3.0,130.68,392.04,392.04,,False,False,False,False,False
3166,7846,531,Books,2.0,41.46,82.92,82.92,,False,False,False,False,False
3167,8277,941,Sports,1.0,215.32,215.32,215.32,12.0,True,False,False,False,False
3168,154,490,Beauty,2.0,149.17,298.34,298.34,119.0,True,False,False,False,False
3169,1859,849,Home,1.0,214.28,214.28,214.28,,False,False,False,False,False
3170,5975,48,Books,2.0,8.68,17.36,17.36,,False,False,False,False,False
3171,11594,510,Clothing,3.0,173.89,521.67,521.67,,False,False,False,False,False
3172,2422,164,Electronics,1.0,322.4,322.4,322.4,,False,False,False,False,False
3173,13677,660,Sports,2.0,76.57,153.14,153.14,1169.0,True,False,False,False,False
3174,12845,98,Electronics,1.0,320.36,320.36,320.36,309.0,True,False,False,False,False
3175,1102,961,Sports,2.0,149.32,298.64,298.64,,False,False,False,False,False
3176,12072,95,Home,3.0,113.74,341.22,341.22,,False,False,False,False,False
3177,8594,794,Sports,2.0,86.75,173.5,173.5,30.0,True,False,False,False,False
3178,261,822,Sports,1.0,90.71,90.71,90.71,,False,False,False,False,False
3179,12364,847,Books,3.0,37.82,113.46,113.46,,False,False,False,False,False
3180,8533,492,Sports,1.0,147.55,147.55,147.55,,False,False,False,False,False
3181,3515,490,Home,2.0,215.84,431.68,431.68,,False,False,False,False,False
3182,4184,481,Books,1.0,40.86,40.86,40.86,,False,False,False,False,False
3183,6012,441,Sports,2.0,241.89,483.78,483.78,,False,False,False,False,False
3184,711,771,Beauty,2.0,90.19,180.38,180.38,1397.0,True,False,False,False,False
3185,4147,819,Books,3.0,34.35,103.05,103.05,575.0,True,False,False,False,False
3186,5863,15,Beauty,3.0,71.71,215.13,215.13,,False,False,False,False,False
3187,14417,1,Sports,1.0,149.44,149.44,149.44,295.0,True,False,False,False,False
3188,7571,985,Home,2.0,101.77,203.54,203.54,,False,False,False,False,False
3189,7549,996,Books,1.0,45.61,45.61,45.61,,False,False,False,False,False
3190,651,800,Books,1.0,45.79,45.79,45.79,405.0,True,False,False,False,False
3191,2054,524,Clothing,2.0,163.35,326.7,326.7,105.0,True,False,False,False,False
3192,16,871,Clothing,3.0,124.12,372.36,372.36,,False,False,False,False,False
3193,6113,238,Electronics,1.0,375.81,375.81,375.81,,False,False,False,False,False
3194,11985,104,Electronics,3.0,109.06,327.18,327.18,,False,False,False,False,False
3195,2352,119,Clothing,3.0,147.68,443.04,443.04,,False,False,False,False,False
3196,10496,329,Home,3.0,64.65,193.95,193.95,,False,False,False,False,False
3197,11244,628,Electronics,3.0,335.34,1006.02,1006.02,,False,False,False,False,False
3198,4362,473,Books,3.0,31.48,94.44,94.44,,False,False,False,False,False
3199,8674,991,Home,3.0,115.02,345.06,345.06,,False,False,False,False,False
3200,2623,38,Clothing,2.0,0.0,0.0,0.0,,False,False,False,False,False
3201,13533,940,Books,2.0,5.46,10.92,10.92,,False,False,False,False,False
3202,9529,391,Beauty,3.0,133.6,400.8,400.8,,False,False,False,False,False
3203,12886,862,Electronics,3.0,75.1,225.3,225.3,,False,False,False,False,False
3204,3647,686,Books,1.0,16.02,16.02,16.02,1287.0,True,False,False,False,False
3205,12151,337,Clothing,2.0,32.06,64.12,64.12,1069.0,True,False,False,False,False
3206,11961,868,Clothing,1.0,26.24,26.24,26.24,,False,False,False,False,False
3207,10360,917,Sports,2.0,144.94,289.88,289.88,,False,False,False,False,False
3208,2571,68,Books,3.0,39.96,119.88,119.88,,False,False,False,False,False
3209,12653,693,Electronics,1.0,465.67,465.67,465.67,,False,False,False,False,False
3210,6705,491,Clothing,1.0,110.97,110.97,110.97,,False,False,False,False,False
3211,1793,932,Beauty,2.0,66.48,132.96,132.96,,False,False,False,False,False
3212,8640,855,Home,2.0,162.37,324.74,324.74,,False,False,False,False,False
3213,1851,146,Clothing,2.0,161.18,322.36,322.36,825.0,True,False,False,False,False
3214,9537,561,Home,2.0,283.15,566.3,566.3,,False,False,False,False,False
3215,5875,841,Sports,1.0,185.35,185.35,185.35,,False,False,False,False,False
3216,10727,579,Beauty,3.0,57.82,173.46,173.46,87.0,True,False,False,False,False
3217,1334,542,Sports,2.0,122.68,245.36,245.36,,False,False,False,False,False
3218,14969,52,Clothing,3.0,144.08,432.24,432.24,,False,False,False,False,False
3219,9218,880,Home,3.0,37.86,113.58,113.58,,False,False,False,False,False
3220,9908,97,Sports,1.0,125.6,125.6,125.6,,False,False,False,False,False
3221,10153,153,Clothing,2.0,177.39,354.78,354.78,,False,False,False,False,False
3222,11829,832,Electronics,2.0,115.77,231.54,231.54,,False,False,False,False,False
3223,12020,802,Beauty,2.0,74.66,149.32,149.32,,False,False,False,False,False
3224,1210,527,Beauty,1.0,30.73,30.73,30.73,,False,False,False,False,False
3225,9916,416,Books,1.0,26.0,26.0,26.0,,False,False,False,False,False
3226,643,223,Home,2.0,206.06,412.12,412.12,,False,False,False,False,False
3227,7201,739,Clothing,1.0,180.94,180.94,180.94,,False,False,False,False,False
3228,5152,882,Electronics,2.0,322.77,645.54,645.54,,False,False,False,False,False
3229,2167,661,Beauty,3.0,36.02,108.06,108.06,,False,False,False,False,False
3230,3074,863,Sports,2.0,135.93,271.86,271.86,,False,False,False,False,False
3231,14079,63,Home,2.0,25.28,50.56,50.56,1422.0,True,False,False,False,False
3232,5990,365,Home,2.0,91.74,183.48,183.48,,False,False,False,False,False
3233,2645,658,Home,1.0,297.1,297.1,297.1,,False,False,False,False,False
3234,7921,71,Books,2.0,47.17,94.34,94.34,,False,False,False,False,False
3235,11961,881,Electronics,3.0,492.72,1478.16,1478.16,,False,False,False,False,False
3236,981,428,Books,3.0,10.33,30.99,30.99,,False,False,False,False,False
3237,13777,29,Clothing,3.0,74.34,223.02,223.02,,False,False,False,False,False
3238,10772,707,Home,2.0,52.35,104.7,104.7,,False,False,False,False,False
3239,11075,228,Electronics,1.0,406.67,406.67,406.67,,False,False,False,False,False
3240,7824,994,Home,3.0,119.26,357.78,357.78,,False,False,False,False,False
3241,2166,370,Home,2.0,73.08,146.16,146.16,,False,False,False,False,False
3242,13212,146,Clothing,3.0,141.53,424.59,424.59,1144.0,True,False,False,False,False
3243,1705,235,Sports,3.0,88.0,264.0,264.0,557.0,True,False,False,False,False
3244,2559,859,Sports,3.0,126.91,380.73,380.73,,False,False,False,False,False
3245,7232,540,Electronics,1.0,386.28,386.28,386.28,596.0,True,False,False,False,False
3246,6448,446,Sports,1.0,151.64,151.64,151.64,,False,False,False,False,False
3247,5485,362,Home,3.0,42.82,128.46,128.46,,False,False,False,False,False
3248,8628,568,Electronics,2.0,414.7,829.4,829.4,,False,False,False,False,False
3249,1667,705,Home,2.0,173.61,347.22,347.22,,False,False,False,False,False
3250,12895,402,Books,2.0,26.27,52.54,52.54,,False,False,False,False,False
3251,3109,955,Sports,1.0,228.96,228.96,228.96,,False,False,False,False,False
3252,2090,567,Home,2.0,221.56,443.12,443.12,,False,False,False,False,False
3253,4431,665,Home,3.0,213.8,641.4,641.4,,False,False,False,False,False
3254,2354,161,Beauty,1.0,63.78,63.78,63.78,,False,False,False,False,False
3255,10421,503,Beauty,1.0,76.37,76.37,76.37,,False,False,False,False,False
3256,14180,699,Books,2.0,41.51,83.02,83.02,,False,False,False,False,False
3257,1665,91,Beauty,2.0,37.63,75.26,75.26,,False,False,False,False,False
3258,7474,878,Beauty,3.0,17.26,51.78,51.78,,False,False,False,False,False
3259,11325,169,Electronics,3.0,388.38,1165.14,1165.14,,False,False,False,False,False
3260,921,116,Clothing,3.0,27.91,83.73,83.73,1248.0,True,False,False,False,False
3261,10347,62,Clothing,1.0,63.84,63.84,63.84,,False,False,False,False,False
3262,33,172,Home,1.0,290.09,290.09,290.09,,False,False,False,False,False
3263,1417,720,Electronics,1.0,253.24,253.24,253.24,,False,False,False,False,False
3264,5378,513,Beauty,3.0,31.52,94.56,94.56,,False,False,False,False,False
3265,6440,104,Beauty,2.0,149.41,298.82,298.82,,False,False,False,False,False
3266,3992,665,Home,1.0,78.28,78.28,78.28,,False,False,False,False,False
3267,5734,668,Beauty,2.0,106.0,212.0,212.0,,False,False,False,False,False
3268,8329,582,Sports,3.0,129.0,387.0,387.0,,False,False,False,False,False
3269,4585,73,Home,3.0,182.32,546.96,546.96,,False,False,False,False,False
3270,6772,601,Beauty,2.0,63.58,127.16,127.16,,False,False,False,False,False
3271,2703,592,Home,1.0,195.93,195.93,195.93,,False,False,False,False,False
3272,4745,455,Books,2.0,47.43,94.86,94.86,497.0,True,False,False,False,False
3273,12393,579,Clothing,3.0,174.17,522.51,522.51,,False,False,False,False,False
3274,8648,759,Sports,3.0,109.16,327.48,327.48,,False,False,False,False,False
3275,3547,267,Beauty,2.0,131.15,262.3,262.3,596.0,True,False,False,False,False
3276,6136,372,Sports,2.0,31.74,63.48,63.48,128.0,True,False,False,False,False
3277,7333,930,Sports,3.0,112.05,336.15,336.15,,False,False,False,False,False
3278,12780,207,Home,3.0,150.54,451.62,451.62,1300.0,True,False,False,False,False
3279,4448,703,Electronics,3.0,84.01,252.03,252.03,1117.0,True,False,False,False,False
3280,12156,457,Home,2.0,163.81,327.62,327.62,1243.0,True,False,False,False,False
3281,41,551,Books,2.0,6.25,12.5,12.5,,False,False,False,False,False
3282,1104,503,Electronics,1.0,424.67,424.67,424.67,,False,False,False,False,False
3283,7767,207,Beauty,3.0,102.34,307.02,307.02,1205.0,True,False,False,False,False
3284,4843,269,Books,2.0,30.92,61.84,61.84,,False,False,False,False,False
3285,10731,421,Sports,3.0,224.8,674.4,674.4,,False,False,False,False,False
3286,4252,545,Clothing,3.0,197.77,593.31,593.31,,False,False,False,False,False
3287,12049,689,Beauty,3.0,31.38,94.14,94.14,,False,False,False,False,False
3288,2237,394,Beauty,3.0,74.64,223.92,223.92,,False,False,False,False,False
3289,10536,248,Sports,3.0,48.26,144.78,144.78,,False,False,False,False,False
3290,4366,371,Beauty,2.0,106.88,213.76,213.76,,False,False,False,False,False
3291,13079,936,Beauty,2.0,48.44,96.88,96.88,,False,False,False,False,False
3292,2849,889,Clothing,3.0,195.96,587.88,587.88,649.0,True,False,False,False,False
3293,3101,365,Clothing,2.0,71.47,142.94,142.94,,False,False,False,False,False
3294,7262,938,Electronics,2.0,227.48,454.96,454.96,,False,False,False,False,False
3295,5001,524,Beauty,3.0,63.04,189.12,189.12,453.0,True,False,False,False,False
3296,12597,896,Electronics,2.0,387.89,775.78,775.78,,False,False,False,False,False
3297,12419,270,Clothing,1.0,145.22,145.22,145.22,,False,False,False,False,False
3298,3967,561,Electronics,2.0,211.68,423.36,423.36,,False,False,False,False,False
3299,14718,5,Clothing,3.0,50.48,151.44,151.44,1325.0,True,False,False,False,False
3300,11096,219,Sports,2.0,184.56,369.12,369.12,,False,False,False,False,False
3301,1048,942,Books,3.0,13.67,41.01,41.01,,False,False,False,False,False
3302,14386,710,Clothing,1.0,171.65,171.65,171.65,,False,False,False,False,False
3303,4054,262,Electronics,2.0,158.21,316.42,316.42,,False,False,False,False,False
3304,14333,610,Clothing,2.0,50.06,100.12,100.12,,False,False,False,False,False
3305,10495,966,Books,1.0,15.58,15.58,15.58,,False,False,False,False,False
3306,11700,181,Electronics,3.0,381.24,1143.72,1143.72,,False,False,False,False,False
3307,7272,288,Beauty,2.0,122.49,244.98,244.98,510.0,True,False,False,False,False
3308,13088,466,Home,1.0,178.16,178.16,178.16,1278.0,True,False,False,False,False
3309,3723,387,Electronics,1.0,475.9,475.9,475.9,,False,False,False,False,False
3310,2656,379,Home,3.0,173.92,521.76,521.76,,False,False,False,False,False
3311,5107,834,Clothing,1.0,82.05,82.05,82.05,,False,False,False,False,False
3312,826,552,Beauty,3.0,44.47,133.41,133.41,,False,False,False,False,False
3313,8459,770,Sports,2.0,134.66,269.32,269.32,,False,False,False,False,False
3314,13214,544,Electronics,3.0,394.81,1184.43,1184.43,,False,False,False,False,False
3315,7923,7,Electronics,3.0,428.9,1286.7,1286.7,,False,False,False,False,False
3316,7200,8,Beauty,3.0,122.06,366.18,366.18,,False,False,False,False,False
3317,6575,967,Clothing,1.0,171.19,171.19,171.19,,False,False,False,False,False
3318,11763,974,Beauty,2.0,19.25,38.5,38.5,,False,False,False,False,False
3319,5339,258,Beauty,1.0,117.11,117.11,117.11,,False,False,False,False,False
