promotion_id,campaign_name,promo_type,discount_value,min_order_value,start_date,end_date,campaign_duration_days,target_segment,campaign_channel,campaign_objective,target_category,expected_response_rate,total_orders,total_customers,total_revenue,total_items_sold,avg_order_value,attributed_orders,attributed_revenue,budget_allocated,cost_per_acquisition,estimated_cpa,revenue_per_budget,campaign_status,invalid_date_range_flag,negative_discount_flag,invalid_expected_response_rate_flag,invalid_budget_flag
278,Retention_Fixed_Amount_278,Fixed_Amount,8.83,0.0,2025-07-14,2025-07-29,15,Low_Value,SMS,Retention,Unknown,0.078,0,0,0.0,0,,0,0.0,46182.98,25.22,,0.0,Completed,False,False,False,False
279,Retention_Percentage_Discount_279,Percentage_Discount,40.2,0.0,2025-04-19,2025-05-06,17,All_Customers,Website_Banner,Retention,Unknown,0.14,3,3,590.1,13,196.7,3,590.1,28647.53,37.56,9549.18,0.0206,Completed,False,False,False,False
280,Reactivation_Fixed_Amount_280,Fixed_Amount,62.75,2.44,2025-04-05,2025-05-20,45,High_Value,Push,Reactivation,Clothing,0.051,1,1,545.51,4,545.51,1,545.51,15348.74,15.04,15348.74,0.0355,Completed,False,False,False,False
281,Acquisition_Free_Shipping_281,Free_Shipping,0.0,0.0,2025-04-25,2025-05-10,15,Low_Value,Website_Banner,Acquisition,Unknown,0.142,0,0,0.0,0,,0,0.0,12510.5,42.08,,0.0,Completed,False,False,False,False
282,Reactivation_Free_Shipping_282,Free_Shipping,0.0,47.47,2024-12-30,2025-02-10,42,Low_Value,Push,Reactivation,Unknown,0.227,0,0,0.0,10,,0,0.0,29985.95,8.66,,0.0,Completed,False,False,False,False
283,Upsell_BOGO_283,BOGO,0.0,85.46,2025-07-02,2025-07-08,6,Low_Value,SMS,Upsell,Unknown,0.095,0,0,0.0,0,,0,0.0,26215.5,7.55,,0.0,Completed,False,False,False,False
284,Acquisition_Free_Shipping_284,Free_Shipping,0.0,0.0,2025-01-17,2025-03-06,48,Low_Value,SMS,Acquisition,Unknown,0.128,3,3,281.12,23,93.70666666666666,3,281.12,14381.78,10.83,4793.93,0.0195,Completed,False,False,False,False
285,Retention_Fixed_Amount_285,Fixed_Amount,35.81,33.24,2025-03-03,2025-03-13,10,All_Customers,Social,Retention,Unknown,0.157,3,3,817.24,10,272.41333333333336,3,817.24,29098.2,37.4,9699.4,0.0281,Completed,False,False,False,False
286,Upsell_Fixed_Amount_286,Fixed_Amount,64.22,11.51,2024-08-05,2024-08-09,4,New_Customer,Website_Banner,Upsell,Unknown,0.135,0,0,0.0,0,,0,0.0,41419.99,30.71,,0.0,Completed,False,False,False,False
287,Cross_Sell_Fixed_Amount_287,Fixed_Amount,31.05,0.0,2025-01-02,2025-01-22,20,Low_Value,Push,Cross_Sell,Beauty,0.19,1,1,78.43,4,78.43,1,78.43,38531.66,34.22,38531.66,0.002,Completed,False,False,False,False
288,Retention_BOGO_288,BOGO,0.0,,2025-09-07,2025-09-19,12,Low_Value,SMS,Retention,Unknown,0.057,0,0,0.0,0,,0,0.0,8917.58,14.18,,0.0,Completed,False,False,False,False
289,Cross_Sell_Free_Shipping_289,Free_Shipping,0.0,0.0,2024-12-16,2025-01-03,18,New_Customer,SMS,Cross_Sell,Beauty,0.078,2,2,378.91,17,189.455,2,378.91,24122.59,38.95,12061.3,0.0157,Completed,False,False,False,False
290,Cross_Sell_Percentage_Discount_290,Percentage_Discount,24.2,0.0,2025-05-08,2025-05-28,20,Medium_Value,Social,Cross_Sell,Electronics,0.143,2,2,513.25,7,256.625,2,513.25,42340.36,30.43,21170.18,0.0121,Completed,False,False,False,False
291,Acquisition_Percentage_Discount_291,Percentage_Discount,20.4,51.55,2024-11-22,2024-12-26,34,Low_Value,Push,Acquisition,Unknown,0.097,2,2,156.02,10,78.01,2,156.02,6946.35,17.71,3473.18,0.0225,Completed,False,False,False,False
292,Retention_Free_Shipping_292,Free_Shipping,0.0,0.0,2025-05-01,2025-05-06,5,High_Value,Email,Retention,Electronics,0.149,0,0,0.0,0,,0,0.0,38493.73,27.54,,0.0,Completed,False,False,False,False
293,Reactivation_BOGO_293,BOGO,0.0,35.33,2025-08-04,2025-09-29,56,Medium_Value,SMS,Reactivation,Unknown,0.126,0,0,0.0,0,,0,0.0,19812.69,8.23,,0.0,Completed,False,False,False,False
294,Reactivation_BOGO_294,BOGO,0.0,0.0,2025-04-20,2025-05-07,17,New_Customer,In_App,Reactivation,Unknown,0.054,1,1,160.81,15,160.81,1,160.81,7033.74,9.67,7033.74,0.0229,Completed,False,False,False,False
295,Upsell_Free_Shipping_295,Free_Shipping,0.0,30.63,2025-03-24,2025-04-03,10,All_Customers,SMS,Upsell,Unknown,0.157,1,1,45.41,9,45.41,1,45.41,42215.6,40.85,42215.6,0.0011,Completed,False,False,False,False
296,Cross_Sell_Free_Shipping_296,Free_Shipping,0.0,82.05,2025-04-28,2025-05-16,18,New_Customer,Push,Cross_Sell,Home,0.188,4,4,456.38,23,114.095,4,456.38,41788.09,28.8,10447.02,0.0109,Completed,False,False,False,False
297,Cross_Sell_Percentage_Discount_297,Percentage_Discount,36.0,67.83,2025-08-01,2025-08-17,16,Low_Value,Social,Cross_Sell,Unknown,0.082,0,0,0.0,0,,0,0.0,8970.08,26.71,,0.0,Completed,False,False,False,False
298,Reactivation_Percentage_Discount_298,Percentage_Discount,15.7,0.0,2025-05-04,2025-06-27,54,Low_Value,Website_Banner,Reactivation,Beauty,0.061,5,5,574.05,27,114.81,5,574.05,45078.66,24.34,9015.73,0.0127,Completed,False,False,False,False
299,Retention_Fixed_Amount_299,Fixed_Amount,43.03,0.0,2025-03-15,2025-03-30,15,All_Customers,SMS,Retention,Unknown,0.152,4,4,676.69,25,169.1725,4,676.69,14111.05,6.6,3527.76,0.048,Completed,False,False,False,False
300,Retention_Fixed_Amount_300,Fixed_Amount,31.4,,2025-03-01,2025-03-09,8,Lapsed,Email,Retention,Unknown,0.075,0,0,0.0,0,,0,0.0,49976.38,7.42,,0.0,Completed,False,False,False,False
301,Upsell_BOGO_301,BOGO,0.0,24.71,2024-07-07,2024-07-25,18,High_Value,Social,Upsell,Beauty,0.074,1,1,359.6,12,359.6,1,359.6,13682.06,38.29,13682.06,0.0263,Completed,False,False,False,False
302,Upsell_BOGO_302,BOGO,0.0,26.71,2025-08-05,2025-08-20,15,New_Customer,SMS,Upsell,Beauty,0.236,0,0,0.0,0,,0,0.0,26750.13,25.05,,0.0,Completed,False,False,False,False
303,Cross_Sell_Fixed_Amount_303,Fixed_Amount,17.58,38.56,2024-08-04,2024-08-25,21,All_Customers,Push,Cross_Sell,Electronics,0.209,6,6,1446.21,20,241.035,6,1446.21,16086.33,47.24,2681.06,0.0899,Completed,False,False,False,False
304,Reactivation_Fixed_Amount_304,Fixed_Amount,55.74,6.65,2025-04-10,2025-05-08,28,Lapsed,In_App,Reactivation,Unknown,0.102,0,0,0.0,0,,0,0.0,16621.37,17.49,,0.0,Completed,False,False,False,False
305,Retention_BOGO_305,BOGO,0.0,25.2,2024-12-27,2025-01-05,9,Low_Value,Website_Banner,Retention,Unknown,0.217,1,1,52.44,6,52.44,1,52.44,14879.22,38.9,14879.22,0.0035,Completed,False,False,False,False
306,Cross_Sell_Fixed_Amount_306,Fixed_Amount,62.89,28.27,2025-07-10,2025-07-13,3,All_Customers,In_App,Cross_Sell,Sports,0.081,0,0,0.0,0,,0,0.0,39951.75,33.31,,0.0,Completed,False,False,False,False
307,Cross_Sell_Percentage_Discount_307,Percentage_Discount,35.7,14.64,2025-07-07,2025-07-24,17,High_Value,SMS,Cross_Sell,Unknown,0.126,0,0,0.0,0,,0,0.0,7072.1,20.59,,0.0,Completed,False,False,False,False
308,Cross_Sell_Fixed_Amount_308,Fixed_Amount,12.93,6.08,2024-11-11,2024-11-27,16,Low_Value,Push,Cross_Sell,Beauty,0.186,2,2,242.89,10,121.445,2,242.89,23521.29,28.89,11760.65,0.0103,Completed,False,False,False,False
309,Reactivation_BOGO_309,BOGO,0.0,10.76,2025-04-12,2025-05-27,45,New_Customer,Push,Reactivation,Unknown,0.109,6,6,1159.19,40,193.19833333333332,6,1159.19,10816.01,41.46,1802.67,0.1072,Completed,False,False,False,False
310,Reactivation_Percentage_Discount_310,Percentage_Discount,9.8,78.59,2025-06-09,2025-08-06,58,Lapsed,In_App,Reactivation,Home,0.199,0,0,0.0,0,,0,0.0,41635.73,32.49,,0.0,Completed,False,False,False,False
311,Reactivation_Percentage_Discount_311,Percentage_Discount,48.3,0.0,2025-01-01,2025-02-17,47,All_Customers,SMS,Reactivation,Electronics,0.141,25,25,4037.25,119,161.49,25,4037.25,29207.14,49.58,1168.29,0.1382,Completed,False,False,False,False
312,Acquisition_Percentage_Discount_312,Percentage_Discount,27.9,71.14,2025-05-18,2025-07-05,48,Low_Value,SMS,Acquisition,Unknown,0.05,9,9,1009.15,57,112.12777777777778,9,1009.15,49703.85,6.2,5522.65,0.0203,Completed,False,False,False,False
313,Retention_BOGO_313,BOGO,0.0,2.82,2025-07-18,2025-08-04,17,All_Customers,Social,Retention,Unknown,0.088,0,0,0.0,0,,0,0.0,39179.27,28.52,,0.0,Completed,False,False,False,False
314,Upsell_Free_Shipping_314,Free_Shipping,0.0,37.44,2024-08-05,2024-08-23,18,All_Customers,Push,Upsell,Sports,0.058,10,9,1816.94,62,181.694,10,1816.94,37418.87,26.6,4157.65,0.0486,Completed,False,False,False,False
315,Retention_Free_Shipping_315,Free_Shipping,0.0,0.0,2025-06-30,2025-07-03,3,High_Value,Website_Banner,Retention,Unknown,0.23,0,0,0.0,0,,0,0.0,26600.97,47.75,,0.0,Completed,False,False,False,False
316,Reactivation_Percentage_Discount_316,Percentage_Discount,14.1,76.61,2025-06-06,2025-07-27,51,Medium_Value,Website_Banner,Reactivation,Unknown,0.227,1,1,334.84,10,334.84,1,334.84,21927.64,16.01,21927.64,0.0153,Completed,False,False,False,False
317,Acquisition_Fixed_Amount_317,Fixed_Amount,37.6,40.21,2025-05-14,2025-07-12,59,All_Customers,Push,Acquisition,Unknown,0.154,13,13,2319.17,95,178.3976923076923,13,2319.17,20384.53,11.41,1568.04,0.1138,Completed,False,False,False,False
318,Cross_Sell_Free_Shipping_318,Free_Shipping,0.0,31.14,2025-05-22,2025-06-08,17,New_Customer,Email,Cross_Sell,Unknown,0.142,3,3,260.98,13,86.99333333333334,3,260.98,14853.87,14.58,4951.29,0.0176,Completed,False,False,False,False
319,Acquisition_Percentage_Discount_319,Percentage_Discount,20.1,63.67,2024-10-15,2024-11-22,38,All_Customers,SMS,Acquisition,Books,0.213,10,10,2458.33,66,245.833,10,2458.33,42565.68,39.01,4256.57,0.0578,Completed,False,False,False,False
320,Retention_BOGO_320,BOGO,0.0,71.71,2025-06-27,2025-07-10,13,Medium_Value,Push,Retention,Sports,0.245,0,0,0.0,0,,0,0.0,36501.04,39.94,,0.0,Completed,False,False,False,False
321,Reactivation_Free_Shipping_321,Free_Shipping,0.0,6.1,2025-03-08,2025-04-16,39,New_Customer,Push,Reactivation,Unknown,0.106,9,9,1271.93,53,141.32555555555555,9,1271.93,3526.85,9.09,391.87,0.3606,Completed,False,False,False,False
322,Cross_Sell_Percentage_Discount_322,Percentage_Discount,15.1,66.57,2025-07-01,2025-07-09,8,Medium_Value,Social,Cross_Sell,Unknown,0.095,1,1,201.67,14,201.67,1,201.67,11481.75,27.67,11481.75,0.0176,Completed,False,False,False,False
323,Cross_Sell_Fixed_Amount_323,Fixed_Amount,66.64,10.57,2025-09-08,2025-09-22,14,High_Value,Website_Banner,Cross_Sell,Beauty,0.142,0,0,0.0,0,,0,0.0,41839.36,46.09,,0.0,Completed,False,False,False,False
324,Reactivation_Percentage_Discount_324,Percentage_Discount,36.4,0.0,2025-03-03,2025-03-18,15,High_Value,Website_Banner,Reactivation,Electronics,0.208,0,0,0.0,0,,0,0.0,24374.26,47.79,,0.0,Completed,False,False,False,False
325,Cross_Sell_Percentage_Discount_325,Percentage_Discount,32.7,0.0,2025-03-30,2025-04-10,11,Low_Value,Push,Cross_Sell,Home,0.077,1,1,62.86,2,62.86,1,62.86,20532.5,35.27,20532.5,0.0031,Completed,False,False,False,False
326,Retention_Percentage_Discount_326,Percentage_Discount,24.9,14.87,2024-11-09,2024-11-23,14,Low_Value,Website_Banner,Retention,Sports,0.112,0,0,0.0,0,,0,0.0,48419.48,12.36,,0.0,Completed,False,False,False,False
327,Reactivation_BOGO_327,BOGO,0.0,,2024-11-21,2024-12-18,27,Lapsed,Email,Reactivation,Sports,0.052,0,0,0.0,0,,0,0.0,31849.9,34.37,,0.0,Completed,False,False,False,False
328,Retention_Fixed_Amount_328,Fixed_Amount,49.02,53.27,2025-03-26,2025-03-31,5,Lapsed,Website_Banner,Retention,Books,0.066,0,0,0.0,0,,0,0.0,26180.43,28.65,,0.0,Completed,False,False,False,False
329,Upsell_Percentage_Discount_329,Percentage_Discount,11.6,10.92,2024-08-21,2024-09-01,11,Low_Value,Push,Upsell,Unknown,0.161,3,3,316.42,22,105.47333333333333,3,316.42,28730.9,10.79,9576.97,0.011,Completed,False,False,False,False
330,Retention_BOGO_330,BOGO,0.0,0.0,2025-07-28,2025-08-07,10,New_Customer,SMS,Retention,Unknown,0.214,0,0,0.0,0,,0,0.0,13243.93,49.14,,0.0,Completed,False,False,False,False
331,Cross_Sell_BOGO_331,BOGO,0.0,1.62,2025-05-20,2025-05-30,10,Low_Value,Push,Cross_Sell,Beauty,0.214,1,1,84.33,2,84.33,1,84.33,2621.44,44.73,2621.44,0.0322,Completed,False,False,False,False
332,Upsell_Fixed_Amount_332,Fixed_Amount,62.65,0.0,2024-11-10,2024-11-19,9,All_Customers,In_App,Upsell,Electronics,0.096,0,0,0.0,0,,0,0.0,7230.78,12.26,,0.0,Completed,False,False,False,False
333,Cross_Sell_BOGO_333,BOGO,0.0,79.18,2025-08-26,2025-09-06,11,Lapsed,In_App,Cross_Sell,Unknown,0.091,0,0,0.0,0,,0,0.0,16507.86,29.33,,0.0,Completed,False,False,False,False
334,Upsell_Percentage_Discount_334,Percentage_Discount,25.5,0.0,2025-09-11,2025-09-14,3,Medium_Value,Email,Upsell,Electronics,0.199,0,0,0.0,0,,0,0.0,5880.3,6.94,,0.0,Completed,False,False,False,False
335,Cross_Sell_Free_Shipping_335,Free_Shipping,0.0,73.06,2025-07-18,2025-07-23,5,All_Customers,Email,Cross_Sell,Books,0.095,0,0,0.0,0,,0,0.0,45212.02,27.31,,0.0,Completed,False,False,False,False
336,Reactivation_Percentage_Discount_336,Percentage_Discount,41.3,31.2,2024-07-26,2024-08-10,15,New_Customer,Website_Banner,Reactivation,Unknown,0.107,0,0,0.0,0,,0,0.0,21340.5,36.49,,0.0,Completed,False,False,False,False
337,Retention_BOGO_337,BOGO,0.0,0.0,2024-08-13,2024-08-22,9,Low_Value,SMS,Retention,Unknown,0.222,0,0,0.0,0,,0,0.0,23279.25,34.58,,0.0,Completed,False,False,False,False
338,Upsell_Fixed_Amount_338,Fixed_Amount,21.39,61.21,2024-07-19,2024-07-29,10,Lapsed,In_App,Upsell,Books,0.063,0,0,0.0,0,,0,0.0,14940.27,44.89,,0.0,Completed,False,False,False,False
339,Retention_Free_Shipping_339,Free_Shipping,0.0,64.79,2025-03-23,2025-04-11,19,Medium_Value,In_App,Retention,Unknown,0.209,0,0,0.0,0,,0,0.0,26884.01,5.69,,0.0,Completed,False,False,False,False
340,Cross_Sell_BOGO_340,BOGO,0.0,25.02,2024-07-13,2024-07-24,11,High_Value,In_App,Cross_Sell,Books,0.232,2,2,892.78,8,446.39,2,892.78,9546.87,33.15,4773.44,0.0935,Completed,False,False,False,False
341,Upsell_Free_Shipping_341,Free_Shipping,0.0,9.63,2024-07-29,2024-08-18,20,Medium_Value,In_App,Upsell,Clothing,0.172,1,1,277.69,12,277.69,1,277.69,32020.39,45.38,32020.39,0.0087,Completed,False,False,False,False
342,Retention_Percentage_Discount_342,Percentage_Discount,11.4,0.0,2025-06-04,2025-06-13,9,Low_Value,In_App,Retention,Unknown,0.115,0,0,0.0,11,,0,0.0,9500.39,5.72,,0.0,Completed,False,False,False,False
343,Reactivation_Free_Shipping_343,Free_Shipping,0.0,20.27,2024-08-01,2024-09-27,57,High_Value,Email,Reactivation,Beauty,0.194,2,2,1056.94,12,528.47,2,1056.94,28928.24,33.74,14464.12,0.0365,Completed,False,False,False,False
344,Upsell_Percentage_Discount_344,Percentage_Discount,19.4,0.0,2025-08-16,2025-08-31,15,Low_Value,Website_Banner,Upsell,Unknown,0.231,0,0,0.0,0,,0,0.0,42676.64,49.37,,0.0,Completed,False,False,False,False
345,Cross_Sell_Percentage_Discount_345,Percentage_Discount,45.9,84.77,2025-05-14,2025-05-19,5,High_Value,Social,Cross_Sell,Clothing,0.208,0,0,0.0,0,,0,0.0,5132.58,44.65,,0.0,Completed,False,False,False,False
346,Retention_Fixed_Amount_346,Fixed_Amount,92.22,0.0,2025-07-08,2025-07-22,14,Medium_Value,In_App,Retention,Unknown,0.124,0,0,0.0,0,,0,0.0,28682.14,21.64,,0.0,Completed,False,False,False,False
347,Reactivation_Percentage_Discount_347,Percentage_Discount,41.3,49.82,2024-12-10,2025-01-22,43,New_Customer,Social,Reactivation,Beauty,0.084,4,4,437.04,33,109.26,4,437.04,39297.12,31.89,9824.28,0.0111,Completed,False,False,False,False
348,Acquisition_Fixed_Amount_348,Fixed_Amount,95.73,23.94,2024-12-25,2025-01-22,28,Lapsed,Push,Acquisition,Clothing,0.153,0,0,0.0,0,,0,0.0,38190.91,14.45,,0.0,Completed,False,False,False,False
349,Acquisition_BOGO_349,BOGO,0.0,91.32,2024-07-27,2024-09-17,52,New_Customer,Email,Acquisition,Home,0.211,10,10,1505.25,50,150.525,10,1505.25,23303.7,21.55,2330.37,0.0646,Completed,False,False,False,False
350,Acquisition_Fixed_Amount_350,Fixed_Amount,75.78,69.41,2024-07-16,2024-08-05,20,High_Value,SMS,Acquisition,Unknown,0.198,2,2,1057.44,11,528.72,2,1057.44,27210.21,20.6,13605.11,0.0389,Completed,False,False,False,False
351,Cross_Sell_BOGO_351,BOGO,0.0,0.0,2024-10-04,2024-10-18,14,New_Customer,Push,Cross_Sell,Sports,0.241,0,0,0.0,0,,0,0.0,43223.09,21.19,,0.0,Completed,False,False,False,False
352,Reactivation_BOGO_352,BOGO,0.0,0.0,2024-07-05,2024-08-31,57,Low_Value,SMS,Reactivation,Clothing,0.181,16,16,1353.26,63,84.57875,16,1353.26,34068.95,33.63,2129.31,0.0397,Completed,False,False,False,False
353,Cross_Sell_BOGO_353,BOGO,0.0,80.93,2025-01-17,2025-01-23,6,All_Customers,Social,Cross_Sell,Unknown,0.113,3,3,466.42,9,155.47333333333333,3,466.42,37668.07,41.62,12556.02,0.0124,Completed,False,False,False,False
354,Acquisition_Free_Shipping_354,Free_Shipping,0.0,0.0,2024-10-05,2024-11-09,35,High_Value,Social,Acquisition,Unknown,0.248,5,5,3340.05,23,668.01,5,3340.05,10083.82,29.11,2016.76,0.3312,Completed,False,False,False,False
355,Reactivation_Fixed_Amount_355,Fixed_Amount,95.99,69.33,2025-07-13,2025-09-08,57,All_Customers,Email,Reactivation,Unknown,0.148,0,0,0.0,0,,0,0.0,14539.83,16.62,,0.0,Completed,False,False,False,False
356,Retention_Free_Shipping_356,Free_Shipping,0.0,0.0,2024-12-28,2025-01-17,20,Lapsed,SMS,Retention,Unknown,0.195,0,0,0.0,0,,0,0.0,47468.73,15.16,,0.0,Completed,False,False,False,False
357,Acquisition_Percentage_Discount_357,Percentage_Discount,29.9,89.41,2024-08-03,2024-09-29,57,Lapsed,SMS,Acquisition,Sports,0.225,0,0,0.0,0,,0,0.0,41839.27,6.66,,0.0,Completed,False,False,False,False
358,Upsell_BOGO_358,BOGO,0.0,,2025-06-06,2025-06-19,13,All_Customers,Social,Upsell,Unknown,0.193,3,3,856.91,34,285.63666666666666,3,856.91,13320.0,10.45,4440.0,0.0643,Completed,False,False,False,False
359,Cross_Sell_Fixed_Amount_359,Fixed_Amount,9.51,,2024-10-30,2024-11-12,13,All_Customers,In_App,Cross_Sell,Unknown,0.154,0,0,0.0,0,,0,0.0,33698.11,26.03,,0.0,Completed,False,False,False,False
360,Reactivation_Fixed_Amount_360,Fixed_Amount,48.14,0.0,2025-07-11,2025-07-25,14,Lapsed,Push,Reactivation,Unknown,0.06,0,0,0.0,0,,0,0.0,43577.68,37.78,,0.0,Completed,False,False,False,False
361,Acquisition_BOGO_361,BOGO,0.0,0.0,2025-03-24,2025-05-06,43,High_Value,Push,Acquisition,Unknown,0.127,1,1,545.18,1,545.18,1,545.18,44167.01,44.78,44167.01,0.0123,Completed,False,False,False,False
362,Upsell_BOGO_362,BOGO,0.0,82.86,2025-01-11,2025-01-31,20,Low_Value,SMS,Upsell,Unknown,0.062,2,2,145.38,13,72.69,2,145.38,30190.52,42.4,15095.26,0.0048,Completed,False,False,False,False
363,Retention_Free_Shipping_363,Free_Shipping,0.0,0.0,2025-07-11,2025-07-24,13,Lapsed,Email,Retention,Sports,0.137,0,0,0.0,0,,0,0.0,10579.68,22.72,,0.0,Completed,False,False,False,False
364,Reactivation_BOGO_364,BOGO,0.0,72.84,2025-04-11,2025-05-20,39,New_Customer,In_App,Reactivation,Beauty,0.206,2,2,122.63,9,61.315,2,122.63,28559.65,7.07,14279.83,0.0043,Completed,False,False,False,False
365,Retention_Percentage_Discount_365,Percentage_Discount,22.8,0.0,2024-09-15,2024-09-28,13,New_Customer,Social,Retention,Home,0.198,2,2,213.17,32,106.585,2,213.17,33489.52,36.01,16744.76,0.0064,Completed,False,False,False,False
366,Acquisition_Percentage_Discount_366,Percentage_Discount,32.1,91.65,2024-11-06,2024-12-29,53,Low_Value,Email,Acquisition,Unknown,0.139,6,6,617.46,40,102.91,6,617.46,9023.75,11.21,1503.96,0.0684,Completed,False,False,False,False
367,Retention_Percentage_Discount_367,Percentage_Discount,11.7,16.61,2024-07-31,2024-08-06,6,All_Customers,Website_Banner,Retention,Unknown,0.246,2,2,497.62,12,248.81,2,497.62,39570.72,5.27,19785.36,0.0126,Completed,False,False,False,False
368,Upsell_Fixed_Amount_368,Fixed_Amount,20.45,34.17,2025-06-24,2025-07-02,8,All_Customers,Website_Banner,Upsell,Unknown,0.106,4,4,741.43,22,185.3575,4,741.43,9263.34,30.71,2315.84,0.08,Completed,False,False,False,False
369,Upsell_BOGO_369,BOGO,0.0,40.45,2025-04-25,2025-05-14,19,Medium_Value,Website_Banner,Upsell,Sports,0.197,1,1,197.77,10,197.77,1,197.77,33342.61,36.83,33342.61,0.0059,Completed,False,False,False,False
370,Reactivation_Fixed_Amount_370,Fixed_Amount,27.63,0.0,2025-06-09,2025-07-27,48,All_Customers,Email,Reactivation,Unknown,0.078,9,9,1615.52,73,179.50222222222223,9,1615.52,15832.77,16.58,1759.2,0.102,Completed,False,False,False,False
371,Acquisition_Fixed_Amount_371,Fixed_Amount,27.8,0.0,2025-03-15,2025-05-02,48,High_Value,In_App,Acquisition,Books,0.209,0,0,0.0,0,,0,0.0,20664.4,47.43,,0.0,Completed,False,False,False,False
372,Reactivation_Free_Shipping_372,Free_Shipping,0.0,52.23,2025-01-02,2025-02-28,57,High_Value,Push,Reactivation,Electronics,0.212,2,2,700.56,9,350.28,2,700.56,13088.98,43.82,6544.49,0.0535,Completed,False,False,False,False
373,Retention_Fixed_Amount_373,Fixed_Amount,76.46,0.0,2025-08-14,2025-09-02,19,Medium_Value,Social,Retention,Unknown,0.16,0,0,0.0,0,,0,0.0,1916.75,10.42,,0.0,Completed,False,False,False,False
374,Reactivation_Free_Shipping_374,Free_Shipping,0.0,76.91,2025-05-02,2025-06-03,32,Low_Value,Website_Banner,Reactivation,Unknown,0.108,1,1,126.84,4,126.84,1,126.84,11646.43,49.79,11646.43,0.0109,Completed,False,False,False,False
375,Upsell_Free_Shipping_375,Free_Shipping,0.0,28.53,2025-03-12,2025-03-29,17,Low_Value,Website_Banner,Upsell,Beauty,0.077,1,1,104.14,1,104.14,1,104.14,22279.3,28.9,22279.3,0.0047,Completed,False,False,False,False
376,Reactivation_Percentage_Discount_376,Percentage_Discount,23.9,74.9,2025-02-25,2025-04-08,42,Medium_Value,Email,Reactivation,Books,0.105,5,5,1181.36,24,236.272,5,1181.36,40514.39,13.54,8102.88,0.0292,Completed,False,False,False,False
377,Upsell_BOGO_377,BOGO,0.0,0.0,2024-07-19,2024-08-02,14,New_Customer,In_App,Upsell,Unknown,0.18,0,0,0.0,0,,0,0.0,21166.98,24.09,,0.0,Completed,False,False,False,False
378,Upsell_Fixed_Amount_378,Fixed_Amount,93.26,30.73,2025-06-27,2025-07-13,16,All_Customers,Website_Banner,Upsell,Home,0.053,0,0,0.0,0,,0,0.0,48182.62,19.93,,0.0,Completed,False,False,False,False
379,Cross_Sell_Percentage_Discount_379,Percentage_Discount,42.1,66.88,2025-02-11,2025-02-14,3,Medium_Value,Email,Cross_Sell,Unknown,0.088,0,0,0.0,0,,0,0.0,25362.71,30.14,,0.0,Completed,False,False,False,False
380,Upsell_Percentage_Discount_380,Percentage_Discount,30.8,57.52,2025-06-09,2025-06-23,14,New_Customer,Social,Upsell,Unknown,0.084,2,2,206.75,8,103.375,2,206.75,9777.9,32.57,4888.95,0.0211,Completed,False,False,False,False
381,Acquisition_Free_Shipping_381,Free_Shipping,0.0,26.9,2024-10-02,2024-10-18,16,Lapsed,SMS,Acquisition,Unknown,0.102,0,0,0.0,0,,0,0.0,49830.33,14.57,,0.0,Completed,False,False,False,False
382,Cross_Sell_BOGO_382,BOGO,0.0,0.0,2025-01-03,2025-01-08,5,All_Customers,In_App,Cross_Sell,Unknown,0.213,2,2,374.14,6,187.07,2,374.14,27876.93,38.37,13938.47,0.0134,Completed,False,False,False,False
383,Acquisition_Fixed_Amount_383,Fixed_Amount,,0.0,2025-01-17,2025-02-25,39,New_Customer,Social,Acquisition,Home,0.191,6,6,620.5,34,103.41666666666667,6,620.5,6032.86,27.76,1005.48,0.1029,Completed,False,True,False,False
384,Acquisition_Free_Shipping_384,Free_Shipping,0.0,31.92,2024-08-10,2024-09-08,29,Medium_Value,Push,Acquisition,Unknown,0.077,5,5,999.91,18,199.982,5,999.91,5879.48,37.31,1175.9,0.1701,Completed,False,False,False,False
385,Retention_Free_Shipping_385,Free_Shipping,0.0,,2024-11-05,2024-11-15,10,Low_Value,Email,Retention,Unknown,0.192,1,1,60.57,3,60.57,1,60.57,21003.75,6.66,21003.75,0.0029,Completed,False,False,False,False
386,Upsell_BOGO_386,BOGO,0.0,0.0,2024-12-19,2025-01-06,18,Low_Value,Email,Upsell,Sports,0.083,3,3,243.3,37,81.1,3,243.3,7697.58,19.53,2565.86,0.0316,Completed,False,False,False,False
387,Cross_Sell_Percentage_Discount_387,Percentage_Discount,29.6,0.0,2024-10-07,2024-10-14,7,Low_Value,SMS,Cross_Sell,Unknown,0.071,0,0,0.0,0,,0,0.0,23450.33,18.9,,0.0,Completed,False,False,False,False
388,Acquisition_Free_Shipping_388,Free_Shipping,0.0,57.92,2024-12-31,2025-02-07,38,High_Value,SMS,Acquisition,Beauty,0.225,2,2,868.36,16,434.18,2,868.36,7393.76,6.16,3696.88,0.1174,Completed,False,False,False,False
389,Cross_Sell_Free_Shipping_389,Free_Shipping,0.0,0.0,2024-07-14,2024-07-23,9,High_Value,Email,Cross_Sell,Books,0.181,1,1,572.55,1,572.55,1,572.55,14442.98,48.1,14442.98,0.0396,Completed,False,False,False,False
390,Retention_Free_Shipping_390,Free_Shipping,0.0,0.0,2024-09-17,2024-10-02,15,New_Customer,Push,Retention,Unknown,0.236,3,3,401.39,21,133.79666666666665,3,401.39,36817.7,37.32,12272.57,0.0109,Completed,False,False,False,False
