order_id,customer_key,promotion_key,order_date_key,order_date,order_status,order_channel,order_value,attributed_to_promo,customer_segment_at_time
6624,352,659,20250103,2025-01-03,PAID,Direct,33.92,True,Low_Value
6614,116,659,20250101,2025-01-01,PAID,Email,200.98,True,Medium_Value
2580,112,659,20241215,2024-12-15,PAID,Social,226.1,True,High_Value
6957,18,659,20250101,2025-01-01,PAID,Push,79.48,True,Low_Value
12877,1979,662,20250303,2025-03-03,PAID,Push,132.1,True,New_Customer
12834,1389,663,20250330,2025-03-30,PAID,Direct,67.2,True,Low_Value
9903,1047,663,20250320,2025-03-20,PAID,SMS,115.59,True,Low_Value
10909,1501,664,20250530,2025-05-30,PAID,SMS,44.29,True,Low_Value
9215,689,664,20250530,2025-05-30,CANCEL,Email,59.48,True,Low_Value
12658,499,664,20250601,2025-06-01,PAID,Direct,119.8,True,Low_Value
2811,1092,666,20250113,2025-01-13,PAID,SMS,81.16,True,Low_Value
13176,1433,669,20250628,2025-06-28,PAID,Email,202.26,True,Medium_Value
13082,1631,671,20241029,2024-10-29,CANCEL,Direct,318.97,True,Medium_Value
6278,1003,673,20250329,2025-03-29,CANCEL,Push,104.99,True,New_Customer
6553,429,673,20250327,2025-03-27,PAID,Email,149.0,True,New_Customer
12169,1850,676,20240918,2024-09-18,PAID,SMS,35.39,True,Low_Value
9619,1332,676,20240915,2024-09-15,CANCEL,Direct,37.81,True,Low_Value
6484,1784,677,20240725,2024-07-25,CANCEL,SMS,110.73,True,Low_Value
2619,1762,677,20240717,2024-07-17,PAID,SMS,217.75,True,New_Customer
6080,1711,677,20240814,2024-08-14,PAID,Direct,163.64,True,Low_Value
5765,1587,677,20240716,2024-07-16,PAID,Direct,75.9,True,Low_Value
1342,1506,677,20240801,2024-08-01,PAID,Push,119.56,True,Low_Value
3711,1496,677,20240723,2024-07-23,CANCEL,Email,34.31,True,New_Customer
3734,1360,677,20240721,2024-07-21,PAID,SMS,90.81,True,Low_Value
2456,1257,677,20240716,2024-07-16,PAID,SMS,92.42,True,New_Customer
3903,1180,677,20240718,2024-07-18,CANCEL,SMS,174.23,True,New_Customer
9921,1074,677,20240804,2024-08-04,PAID,Push,78.36,True,New_Customer
12869,1020,677,20240723,2024-07-23,CANCEL,Direct,103.28,True,Low_Value
7952,967,677,20240723,2024-07-23,PAID,SMS,97.0,True,Low_Value
7685,934,677,20240722,2024-07-22,PAID,Direct,159.58,True,Medium_Value
6761,754,677,20240730,2024-07-30,CANCEL,Push,139.86,True,Low_Value
733,689,677,20240722,2024-07-22,PAID,Direct,74.64,True,Low_Value
7817,679,677,20240812,2024-08-12,PAID,Push,135.27,True,Medium_Value
6061,656,677,20240723,2024-07-23,PAID,Email,345.71,True,High_Value
432,615,677,20240722,2024-07-22,PAID,SMS,59.34,True,Low_Value
2072,302,677,20240715,2024-07-15,PAID,Social,49.64,True,New_Customer
6898,1870,680,20241107,2024-11-07,CANCEL,Push,212.25,True,New_Customer
6533,1533,680,20241114,2024-11-14,CANCEL,SMS,57.09,True,Low_Value
2418,1515,680,20241018,2024-10-18,PAID,Email,121.49,True,New_Customer
5238,1472,680,20241017,2024-10-17,CANCEL,Social,119.91,True,Low_Value
14171,1122,680,20241106,2024-11-06,PAID,Email,102.88,True,Low_Value
13243,870,680,20241101,2024-11-01,PAID,Push,269.04,True,Medium_Value
9274,523,680,20241108,2024-11-08,PAID,Direct,325.03,True,Medium_Value
7100,423,680,20241012,2024-10-12,PAID,Direct,88.61,True,New_Customer
1957,1980,681,20250308,2025-03-08,PAID,SMS,649.36,True,High_Value
13076,1925,681,20250306,2025-03-06,PAID,Push,582.76,True,High_Value
9423,1272,681,20250211,2025-02-11,PAID,SMS,677.08,True,High_Value
13524,1066,681,20250306,2025-03-06,PAID,SMS,307.82,True,High_Value
13781,201,685,20250425,2025-04-25,PAID,Email,339.64,True,High_Value
7209,174,685,20250507,2025-05-07,PAID,Email,485.32,True,High_Value
13219,1405,688,20250204,2025-02-04,PAID,Direct,162.53,True,Medium_Value
5996,1235,688,20250124,2025-01-24,PAID,SMS,160.18,True,Medium_Value
2030,934,688,20250124,2025-01-24,PAID,SMS,163.58,True,Medium_Value
4889,161,688,20250121,2025-01-21,PAID,Direct,245.69,True,Medium_Value
1495,120,688,20250127,2025-01-27,PAID,SMS,216.6,True,Medium_Value
263,1914,689,20250325,2025-03-25,PAID,Social,165.63,True,Medium_Value
11370,1427,689,20250326,2025-03-26,PAID,Direct,313.12,True,Medium_Value
9256,862,689,20250404,2025-04-04,PAID,Email,254.59,True,Medium_Value
2746,852,689,20250401,2025-04-01,PAID,Email,219.06,True,Medium_Value
19,57,689,20250402,2025-04-02,PAID,Email,134.36,True,Medium_Value
9683,891,690,20250314,2025-03-14,CANCEL,Push,225.15,True,New_Customer
9237,1685,691,20250403,2025-04-03,PAID,SMS,70.26,True,Low_Value
727,1533,691,20250421,2025-04-21,PAID,SMS,64.07,True,Low_Value
5679,1472,691,20250415,2025-04-15,PAID,Social,140.87,True,Low_Value
11353,1588,692,20250109,2025-01-09,PAID,Direct,48.48,True,Low_Value
2671,1573,697,20250516,2025-05-16,PAID,Social,51.74,True,Low_Value
6226,1898,698,20240806,2024-08-06,PAID,SMS,160.42,True,New_Customer
1296,768,699,20241020,2024-10-20,PAID,SMS,38.19,True,Low_Value
12788,1661,701,20250314,2025-03-14,PAID,Social,639.19,True,High_Value
11237,1655,701,20250314,2025-03-14,PAID,Email,59.48,True,Low_Value
11951,847,701,20250310,2025-03-10,PAID,Email,139.38,True,Medium_Value
1561,793,701,20250311,2025-03-11,PAID,Email,315.69,True,Medium_Value
7933,783,701,20250309,2025-03-09,PAID,Social,174.34,True,Low_Value
10614,767,701,20250305,2025-03-05,PAID,Email,273.85,True,High_Value
1994,576,702,20250514,2025-05-14,CANCEL,SMS,268.23,True,Medium_Value
2693,1482,704,20250126,2025-01-26,PAID,SMS,336.93,True,High_Value
2736,1341,704,20250121,2025-01-21,PAID,Push,347.74,True,High_Value
617,1299,704,20250115,2025-01-15,PAID,Email,289.41,True,High_Value
8999,811,704,20241226,2024-12-26,PAID,Social,326.86,True,High_Value
2189,770,704,20250130,2025-01-30,PAID,Social,382.12,True,High_Value
6971,477,704,20250116,2025-01-16,PAID,SMS,518.46,True,High_Value
12701,107,704,20250103,2025-01-03,PAID,Email,281.99,True,High_Value
1201,1677,705,20241029,2024-10-29,PAID,Social,89.36,True,New_Customer
1778,1569,705,20241028,2024-10-28,CANCEL,Social,195.0,True,Medium_Value
12579,1171,705,20241027,2024-10-27,CANCEL,Push,141.11,True,Low_Value
9796,719,705,20241021,2024-10-21,PAID,Direct,255.44,True,Medium_Value
10724,362,705,20241016,2024-10-16,PAID,Push,35.84,True,Low_Value
12946,579,706,20250319,2025-03-19,PAID,Email,144.34,True,Medium_Value
12027,1575,707,20250605,2025-06-05,PAID,Direct,687.88,True,High_Value
13200,1526,711,20241117,2024-11-17,PAID,Email,113.94,True,Medium_Value
5358,101,711,20241124,2024-11-24,PAID,SMS,181.89,True,Medium_Value
11323,539,713,20240831,2024-08-31,PAID,Email,222.04,True,New_Customer
10870,146,714,20240806,2024-08-06,PAID,SMS,597.7,True,High_Value
1264,1941,720,20241208,2024-12-08,PAID,Email,709.93,True,High_Value
14888,1537,720,20241208,2024-12-08,PAID,Direct,535.25,True,High_Value
4108,1439,720,20241208,2024-12-08,PAID,Push,320.94,True,Medium_Value
12672,1147,720,20241211,2024-12-11,PAID,Direct,149.78,True,Medium_Value
2240,675,720,20241210,2024-12-10,PAID,Email,109.64,True,Low_Value
13954,1303,723,20250122,2025-01-22,PAID,Push,127.22,True,New_Customer
5656,485,723,20250123,2025-01-23,CANCEL,Push,97.25,True,New_Customer
13971,733,724,20250306,2025-03-06,PAID,Direct,226.63,True,Medium_Value
13508,1978,726,20240907,2024-09-07,PAID,SMS,405.37,True,High_Value
14130,1821,726,20241004,2024-10-04,PAID,SMS,363.06,True,High_Value
13584,1470,726,20241003,2024-10-03,CANCEL,SMS,566.26,True,High_Value
10080,1341,726,20241001,2024-10-01,PAID,SMS,241.93,True,High_Value
2144,626,726,20240914,2024-09-14,PAID,SMS,378.6,True,High_Value
14560,571,726,20240906,2024-09-06,PAID,Email,214.01,True,High_Value
14827,1875,729,20250529,2025-05-29,CANCEL,Social,556.51,True,High_Value
10768,1527,729,20250530,2025-05-30,PAID,Social,168.45,True,Medium_Value
9135,1239,729,20250521,2025-05-21,PAID,Social,225.43,True,Medium_Value
1083,1181,729,20250519,2025-05-19,PAID,Email,295.44,True,Medium_Value
14235,1082,729,20250528,2025-05-28,PAID,Push,120.43,True,Medium_Value
1607,506,729,20250529,2025-05-29,PAID,Direct,247.53,True,New_Customer
7771,123,729,20250525,2025-05-25,PAID,SMS,213.77,True,High_Value
5329,661,732,20250118,2025-01-18,PAID,Direct,286.02,True,Medium_Value
4657,753,733,20250126,2025-01-26,PAID,SMS,149.67,True,Medium_Value
2632,244,733,20250123,2025-01-23,PAID,Email,98.21,True,Medium_Value
1755,215,733,20250130,2025-01-30,PAID,Email,211.92,True,Medium_Value
3225,51,733,20250213,2025-02-13,CANCEL,Direct,239.66,True,Medium_Value
3443,349,737,20250426,2025-04-26,PAID,Social,531.75,True,High_Value
12971,633,740,20241030,2024-10-30,PAID,Push,230.93,True,Medium_Value
2250,649,741,20250204,2025-02-04,PAID,Direct,142.05,True,Low_Value
13136,195,741,20250201,2025-02-01,CANCEL,Direct,114.37,True,Low_Value
11677,86,741,20250123,2025-01-23,PAID,Push,100.04,True,Low_Value
2374,1891,743,20250201,2025-02-01,PAID,Email,77.53,True,New_Customer
6832,1787,743,20250124,2025-01-24,PAID,Email,199.64,True,New_Customer
6913,1813,746,20250411,2025-04-11,CANCEL,Email,311.69,True,Medium_Value
957,1803,746,20250309,2025-03-09,PAID,Social,188.27,True,Medium_Value
12371,1760,746,20250226,2025-02-26,CANCEL,Social,100.33,True,Medium_Value
11787,1253,746,20250403,2025-04-03,PAID,SMS,314.3,True,Medium_Value
992,1160,746,20250329,2025-03-29,CANCEL,Social,196.17,True,Medium_Value
14617,601,746,20250306,2025-03-06,PAID,Social,166.45,True,Medium_Value
14060,1726,747,20241116,2024-11-16,PAID,Social,509.08,True,High_Value
2902,181,747,20241107,2024-11-07,PAID,Social,374.26,True,High_Value
8349,1851,751,20241107,2024-11-07,CANCEL,Social,117.23,True,Low_Value
14003,1534,753,20250412,2025-04-12,PAID,SMS,148.46,True,Low_Value
3315,1322,753,20250327,2025-03-27,PAID,Push,60.71,True,Low_Value
11843,648,753,20250319,2025-03-19,CANCEL,Email,44.13,True,Low_Value
9738,179,753,20250418,2025-04-18,PAID,SMS,114.27,True,Low_Value
8679,1651,754,20250616,2025-06-16,PAID,SMS,95.71,True,New_Customer
13225,1951,756,20240913,2024-09-13,PAID,Social,194.93,True,New_Customer
3733,1705,756,20240829,2024-08-29,PAID,Social,196.41,True,New_Customer
3996,1421,756,20240818,2024-08-18,PAID,Social,116.66,True,New_Customer
14248,984,756,20240820,2024-08-20,CANCEL,SMS,122.44,True,New_Customer
14149,298,756,20240823,2024-08-23,PAID,SMS,135.79,True,New_Customer
76,274,756,20240913,2024-09-13,PAID,Social,156.97,True,New_Customer
1069,1927,757,20240808,2024-08-08,PAID,Push,77.29,True,New_Customer
9408,1638,757,20240801,2024-08-01,PAID,SMS,498.92,True,High_Value
4159,1612,757,20240811,2024-08-11,CANCEL,Direct,52.13,True,Low_Value
5853,1286,757,20240811,2024-08-11,PAID,SMS,219.33,True,New_Customer
13072,1018,757,20240801,2024-08-01,PAID,Direct,159.28,True,Medium_Value
14657,493,757,20240810,2024-08-10,PAID,Direct,458.03,True,High_Value
684,482,757,20240801,2024-08-01,PAID,Direct,122.4,True,Medium_Value
3901,223,757,20240810,2024-08-10,PAID,SMS,176.62,True,New_Customer
6235,175,757,20240729,2024-07-29,PAID,SMS,76.47,True,Low_Value
13624,995,758,20250610,2025-06-10,PAID,Push,109.85,True,Medium_Value
7303,1666,760,20241110,2024-11-10,PAID,Email,154.98,True,New_Customer
14742,1398,764,20240721,2024-07-21,PAID,Email,162.29,True,New_Customer
9715,1167,764,20240724,2024-07-24,CANCEL,Email,118.94,True,New_Customer
10930,549,766,20250531,2025-05-31,PAID,Direct,243.18,True,New_Customer
3194,91,766,20250528,2025-05-28,PAID,Push,68.49,True,New_Customer
7223,1820,767,20240730,2024-07-30,PAID,Social,80.39,True,New_Customer
542,1464,767,20240706,2024-07-06,CANCEL,SMS,139.66,True,New_Customer
9430,1449,767,20240716,2024-07-16,CANCEL,Push,171.75,True,New_Customer
14384,1345,767,20240708,2024-07-08,PAID,Email,229.58,True,New_Customer
8978,906,767,20240706,2024-07-06,PAID,SMS,234.35,True,New_Customer
2726,665,767,20240731,2024-07-31,PAID,Push,93.37,True,New_Customer
2904,614,767,20240714,2024-07-14,PAID,Social,66.59,True,New_Customer
3661,531,767,20240728,2024-07-28,PAID,Email,137.62,True,New_Customer
10590,388,767,20240710,2024-07-10,PAID,Direct,85.18,True,New_Customer
7906,274,767,20240802,2024-08-02,PAID,Social,185.79,True,New_Customer
3241,1,767,20240819,2024-08-19,PAID,Email,108.41,True,New_Customer
2682,1921,768,20240709,2024-07-09,PAID,SMS,147.5,True,Low_Value
6958,1814,768,20240707,2024-07-07,PAID,Push,140.53,True,Low_Value
9998,1343,768,20240709,2024-07-09,PAID,Push,62.66,True,Low_Value
5886,1171,768,20240715,2024-07-15,PAID,Push,104.91,True,Low_Value
2532,1150,768,20240710,2024-07-10,PAID,Push,92.2,True,Low_Value
11065,1146,768,20240710,2024-07-10,PAID,SMS,174.86,True,Low_Value
11990,1059,768,20240710,2024-07-10,CANCEL,Push,42.03,True,Low_Value
14826,1009,768,20240715,2024-07-15,PAID,Push,37.03,True,Low_Value
11581,729,768,20240714,2024-07-14,PAID,Push,40.38,True,Low_Value
1043,177,768,20240714,2024-07-14,CANCEL,Social,103.95,True,Low_Value
5873,18,768,20240709,2024-07-09,PAID,Push,73.14,True,Low_Value
9944,150,769,20241107,2024-11-07,PAID,Direct,45.05,True,New_Customer
10071,1279,771,20250224,2025-02-24,CANCEL,Push,236.72,True,Medium_Value
6425,894,775,20241119,2024-11-19,CANCEL,Email,83.13,True,Low_Value
1572,1815,778,20250528,2025-05-28,PAID,SMS,264.41,True,Medium_Value
1650,1791,778,20250527,2025-05-27,PAID,Social,220.02,True,Medium_Value
6933,780,778,20250522,2025-05-22,PAID,Push,196.75,True,Medium_Value
325,696,781,20250428,2025-04-28,PAID,Direct,51.76,True,Low_Value
5850,384,781,20250420,2025-04-20,PAID,SMS,91.97,True,Low_Value
7403,245,781,20250429,2025-04-29,PAID,Social,74.5,True,Low_Value
5247,698,784,20250313,2025-03-13,PAID,Direct,143.41,True,Low_Value
1842,608,787,20241113,2024-11-13,PAID,Email,222.21,True,New_Customer
5134,525,787,20241203,2024-12-03,PAID,Push,56.07,True,New_Customer
14526,520,787,20241112,2024-11-12,PAID,Push,177.24,True,New_Customer
9931,314,787,20241125,2024-11-25,PAID,SMS,108.73,True,New_Customer
5357,108,787,20241127,2024-11-27,PAID,Direct,52.69,True,New_Customer
11398,1930,790,20240728,2024-07-28,PAID,Email,41.69,True,New_Customer
846,1420,790,20240730,2024-07-30,PAID,Social,105.3,True,New_Customer
2555,745,790,20240728,2024-07-28,PAID,Social,77.42,True,New_Customer
7914,24,790,20240726,2024-07-26,PAID,Email,134.56,True,New_Customer
3007,1037,792,20250210,2025-02-10,PAID,Social,95.9,True,Low_Value
4125,730,792,20250209,2025-02-09,PAID,Social,63.9,True,Low_Value
11221,285,792,20250116,2025-01-16,PAID,Social,85.86,True,Low_Value
10850,797,793,20250526,2025-05-26,PAID,Email,191.98,True,New_Customer
1507,665,793,20250522,2025-05-22,PAID,Direct,96.9,True,New_Customer
3635,1303,794,20241113,2024-11-13,PAID,Push,88.74,True,New_Customer
2010,1215,794,20241103,2024-11-03,PAID,Social,143.46,True,New_Customer
5463,1015,794,20241217,2024-12-17,CANCEL,Direct,171.19,True,New_Customer
3739,960,794,20241114,2024-11-14,PAID,SMS,84.32,True,New_Customer
6501,959,794,20241118,2024-11-18,CANCEL,Social,56.6,True,New_Customer
2500,858,794,20241110,2024-11-10,PAID,Push,99.41,True,New_Customer
6376,755,794,20241104,2024-11-04,PAID,Push,190.69,True,New_Customer
2557,676,794,20241217,2024-12-17,PAID,Direct,185.92,True,New_Customer
4588,781,797,20250222,2025-02-22,PAID,Direct,98.7,True,Low_Value
7128,334,800,20250113,2025-01-13,PAID,SMS,146.46,True,Medium_Value
4165,1342,803,20241007,2024-10-07,PAID,Push,128.4,True,Low_Value
13733,1094,803,20240911,2024-09-11,PAID,Social,95.18,True,Low_Value
14466,814,803,20241004,2024-10-04,PAID,SMS,81.75,True,Low_Value
8020,638,803,20240920,2024-09-20,CANCEL,Social,32.38,True,Low_Value
3769,318,803,20241009,2024-10-09,PAID,Social,69.56,True,Low_Value
7798,1940,804,20241213,2024-12-13,PAID,Push,93.2,True,Low_Value
11567,1863,804,20241130,2024-11-30,PAID,Direct,60.7,True,Low_Value
6708,1674,804,20241217,2024-12-17,PAID,Push,67.77,True,Low_Value
7250,1600,804,20241115,2024-11-15,PAID,Email,40.64,True,Low_Value
1506,975,804,20241217,2024-12-17,PAID,Push,56.91,True,Low_Value
1639,191,804,20241204,2024-12-04,PAID,Social,133.95,True,Low_Value
10778,1953,805,20250521,2025-05-21,PAID,Social,734.02,True,High_Value
13265,1166,805,20250524,2025-05-24,PAID,Social,583.84,True,High_Value
7145,606,805,20250524,2025-05-24,PAID,Social,642.1,True,High_Value
7314,571,805,20250524,2025-05-24,PAID,SMS,266.19,True,High_Value
4317,32,807,20250703,2025-07-03,PAID,Social,388.8,True,High_Value
1032,790,811,20240927,2024-09-27,PAID,Direct,92.43,True,Low_Value
7137,768,811,20240927,2024-09-27,PAID,SMS,46.04,True,Low_Value
14810,559,811,20240928,2024-09-28,PAID,Direct,37.28,True,Low_Value
682,1799,813,20250529,2025-05-29,PAID,Social,228.38,True,Medium_Value
11676,1284,813,20250526,2025-05-26,PAID,Social,100.96,True,New_Customer
2648,1121,813,20250530,2025-05-30,CANCEL,Social,59.76,True,Low_Value
7310,1121,813,20250529,2025-05-29,CANCEL,Social,41.98,True,Low_Value
9261,402,813,20250530,2025-05-30,PAID,Social,216.03,True,New_Customer
14107,216,813,20250528,2025-05-28,PAID,Social,45.6,True,Low_Value
5447,198,813,20250601,2025-06-01,PAID,Social,176.16,True,Low_Value
4636,187,813,20250605,2025-06-05,PAID,Direct,99.04,True,Low_Value
14137,46,813,20250520,2025-05-20,PAID,Direct,73.76,True,Low_Value
1700,1992,814,20250117,2025-01-17,PAID,Direct,148.53,True,Medium_Value
8941,1759,814,20250124,2025-01-24,PAID,Social,126.02,True,Low_Value
3333,1250,814,20250114,2025-01-14,PAID,Push,39.55,True,New_Customer
5264,870,814,20250124,2025-01-24,PAID,Social,204.95,True,Medium_Value
9994,635,814,20250116,2025-01-16,PAID,Social,286.79,True,High_Value
6688,445,814,20250118,2025-01-18,PAID,Email,259.22,True,Medium_Value
88,274,814,20250112,2025-01-12,PAID,Social,203.14,True,New_Customer
2661,202,814,20250126,2025-01-26,PAID,Email,173.65,True,Medium_Value
8139,136,814,20250127,2025-01-27,PAID,Social,83.62,True,Low_Value
4080,3,814,20250117,2025-01-17,PAID,Social,329.61,True,Medium_Value
4000,1759,815,20250129,2025-01-29,CANCEL,Direct,113.62,True,Low_Value
7971,1174,815,20250204,2025-02-04,CANCEL,Social,67.72,True,Low_Value
7681,1111,815,20250126,2025-01-26,PAID,Social,88.09,True,Low_Value
46,615,815,20250125,2025-01-25,PAID,SMS,39.74,True,Low_Value
7412,1812,816,20240820,2024-08-20,PAID,Email,54.08,True,New_Customer
6241,818,816,20240826,2024-08-26,PAID,Direct,569.81,True,High_Value
6649,648,816,20240820,2024-08-20,PAID,Push,52.44,True,Low_Value
667,541,816,20240814,2024-08-14,PAID,Direct,402.79,True,High_Value
10907,1996,818,20241002,2024-10-02,CANCEL,Direct,215.45,True,Medium_Value
12890,1897,818,20241014,2024-10-14,PAID,Social,165.13,True,Medium_Value
13312,1158,818,20240924,2024-09-24,PAID,SMS,143.48,True,Medium_Value
10262,1116,818,20241016,2024-10-16,PAID,SMS,143.76,True,Medium_Value
10006,1082,818,20241009,2024-10-09,CANCEL,SMS,94.15,True,Medium_Value
12146,996,818,20241010,2024-10-10,PAID,Social,204.7,True,Medium_Value
967,1757,820,20241117,2024-11-17,PAID,Social,439.83,True,High_Value
1420,1312,821,20241116,2024-11-16,PAID,SMS,72.74,True,Low_Value
14734,1262,821,20241109,2024-11-09,PAID,Email,129.76,True,Low_Value
9211,696,821,20241116,2024-11-16,PAID,Push,39.67,True,Low_Value
7230,649,821,20241114,2024-11-14,CANCEL,Email,103.76,True,Low_Value
14733,205,821,20241119,2024-11-19,PAID,SMS,96.13,True,Low_Value
9122,1797,824,20240804,2024-08-04,PAID,Direct,164.98,True,New_Customer
11327,167,824,20240820,2024-08-20,PAID,Social,185.42,True,New_Customer
5456,1950,825,20241108,2024-11-08,PAID,Email,215.63,True,Medium_Value
13004,1877,825,20241024,2024-10-24,CANCEL,SMS,78.55,True,Low_Value
8932,1861,825,20241128,2024-11-28,CANCEL,Push,83.7,True,Low_Value
12898,1681,825,20241027,2024-10-27,PAID,SMS,138.25,True,Low_Value
14828,1644,825,20241014,2024-10-14,PAID,SMS,100.36,True,New_Customer
12848,1530,825,20241014,2024-10-14,PAID,SMS,166.27,True,New_Customer
7843,1506,825,20241012,2024-10-12,PAID,Social,84.91,True,Low_Value
12240,1483,825,20241125,2024-11-25,PAID,SMS,644.43,True,High_Value
9586,1421,825,20241116,2024-11-16,CANCEL,Direct,97.31,True,New_Customer
7659,1277,825,20241016,2024-10-16,PAID,SMS,232.24,True,Medium_Value
10860,1266,825,20241117,2024-11-17,PAID,Direct,104.08,True,Low_Value
12573,1021,825,20241116,2024-11-16,PAID,SMS,129.64,True,New_Customer
11571,967,825,20241013,2024-10-13,PAID,SMS,85.26,True,Low_Value
1851,929,825,20241118,2024-11-18,PAID,Email,82.86,True,Low_Value
3271,889,825,20241022,2024-10-22,PAID,SMS,645.64,True,High_Value
2544,886,825,20241014,2024-10-14,PAID,Direct,117.96,True,Low_Value
13369,801,825,20241027,2024-10-27,PAID,SMS,136.63,True,Medium_Value
873,693,825,20241121,2024-11-21,PAID,Direct,170.68,True,Medium_Value
4557,593,825,20241015,2024-10-15,PAID,SMS,121.14,True,New_Customer
13442,592,825,20241013,2024-10-13,PAID,SMS,198.5,True,Medium_Value
13290,294,825,20241121,2024-11-21,PAID,Direct,188.29,True,New_Customer
68,176,825,20241024,2024-10-24,PAID,Social,87.59,True,Low_Value
13421,133,825,20241022,2024-10-22,PAID,Direct,77.58,True,Low_Value
10911,118,825,20241013,2024-10-13,CANCEL,SMS,226.78,True,New_Customer
13892,1836,826,20250115,2025-01-15,PAID,SMS,170.48,True,New_Customer
13728,1676,826,20250105,2025-01-05,PAID,Push,245.66,True,New_Customer
12692,1533,826,20250115,2025-01-15,PAID,SMS,76.6,True,Low_Value
1057,1050,826,20250108,2025-01-08,CANCEL,Direct,501.14,True,High_Value
7394,302,826,20250118,2025-01-18,CANCEL,SMS,43.52,True,New_Customer
1295,1655,828,20250116,2025-01-16,PAID,Email,78.7,True,Low_Value
10334,1626,828,20250305,2025-03-05,PAID,SMS,115.6,True,Low_Value
1629,1114,828,20250213,2025-02-13,PAID,Email,136.09,True,Low_Value
7167,566,828,20250228,2025-02-28,PAID,Email,53.86,True,Low_Value
1224,212,828,20250111,2025-01-11,PAID,Email,119.67,True,Low_Value
11509,4,828,20250208,2025-02-08,PAID,Push,134.22,True,Low_Value
13118,1532,830,20250615,2025-06-15,PAID,SMS,531.28,True,High_Value
12816,1387,831,20250607,2025-06-07,PAID,SMS,456.34,True,High_Value
3590,448,832,20241015,2024-10-15,PAID,SMS,107.34,True,Low_Value
13432,1806,833,20250203,2025-02-03,PAID,SMS,377.67,True,High_Value
13587,985,833,20250203,2025-02-03,PAID,Email,34.5,True,Low_Value
10036,326,833,20250124,2025-01-24,CANCEL,Push,92.71,True,Low_Value
8061,1518,834,20250219,2025-02-19,PAID,Email,83.61,True,New_Customer
10866,1314,834,20250218,2025-02-18,PAID,Direct,85.83,True,New_Customer
14291,1284,834,20250303,2025-03-03,PAID,Social,88.25,True,New_Customer
7665,1214,834,20250215,2025-02-15,PAID,Push,224.73,True,New_Customer
10873,984,834,20250210,2025-02-10,PAID,Social,116.23,True,New_Customer
3275,534,834,20250223,2025-02-23,PAID,Social,78.07,True,New_Customer
428,427,834,20250314,2025-03-14,PAID,Direct,157.1,True,New_Customer
8320,854,835,20241021,2024-10-21,PAID,Email,134.52,True,Medium_Value
11880,638,835,20241020,2024-10-20,PAID,Social,38.63,True,Low_Value
14932,454,835,20241026,2024-10-26,PAID,Social,113.85,True,New_Customer
3182,304,835,20241015,2024-10-15,PAID,SMS,103.77,True,Low_Value
10203,1830,838,20250228,2025-02-28,PAID,SMS,77.32,True,New_Customer
2429,1344,838,20250222,2025-02-22,PAID,Social,80.51,True,New_Customer
13532,1002,838,20250224,2025-02-24,PAID,Social,135.47,True,Low_Value
2293,1938,843,20250306,2025-03-06,PAID,Social,421.07,True,High_Value
5701,571,843,20250301,2025-03-01,PAID,SMS,230.42,True,High_Value
9324,239,843,20250313,2025-03-13,PAID,Direct,364.86,True,High_Value
6001,1984,844,20250510,2025-05-10,PAID,SMS,376.64,True,High_Value
7820,1841,844,20250428,2025-04-28,PAID,Push,462.11,True,High_Value
12931,1592,844,20250510,2025-05-10,PAID,Email,348.76,True,High_Value
3436,546,844,20250608,2025-06-08,PAID,Direct,315.01,True,High_Value
5085,493,844,20250521,2025-05-21,CANCEL,Direct,438.77,True,High_Value
4974,130,844,20250506,2025-05-06,PAID,Social,287.69,True,High_Value
7727,824,845,20250413,2025-04-13,PAID,Email,271.24,True,Medium_Value
7154,1981,846,20240910,2024-09-10,CANCEL,Direct,101.53,True,New_Customer
10102,1969,846,20240909,2024-09-09,PAID,SMS,236.09,True,New_Customer
6127,1512,846,20241004,2024-10-04,PAID,Email,206.74,True,New_Customer
7755,1512,846,20240917,2024-09-17,PAID,SMS,163.18,True,New_Customer
1744,1286,846,20241007,2024-10-07,PAID,Push,173.12,True,New_Customer
7785,1048,846,20240916,2024-09-16,PAID,SMS,196.62,True,New_Customer
2084,440,846,20240907,2024-09-07,PAID,Social,115.95,True,New_Customer
8599,273,846,20241006,2024-10-06,PAID,Direct,151.94,True,New_Customer
9896,234,846,20240829,2024-08-29,PAID,SMS,67.75,True,New_Customer
14366,213,846,20240829,2024-08-29,PAID,SMS,144.94,True,New_Customer
1158,210,846,20240902,2024-09-02,PAID,SMS,135.16,True,New_Customer
14077,38,846,20240926,2024-09-26,PAID,SMS,130.71,True,New_Customer
1614,1304,850,20241218,2024-12-18,PAID,SMS,81.5,True,Low_Value
1751,886,850,20241222,2024-12-22,PAID,Email,106.61,True,Low_Value
14311,778,850,20241216,2024-12-16,PAID,Direct,96.64,True,Low_Value
5939,1787,851,20240824,2024-08-24,PAID,SMS,219.03,True,New_Customer
14302,47,851,20240831,2024-08-31,PAID,Direct,154.24,True,New_Customer
1327,1496,852,20250508,2025-05-08,PAID,SMS,43.59,True,New_Customer
546,245,852,20250420,2025-04-20,PAID,Email,60.33,True,Low_Value
2977,169,852,20250503,2025-05-03,PAID,Email,237.56,True,New_Customer
8164,149,852,20250429,2025-04-29,PENDING,Social,222.07,True,Medium_Value
13064,100,852,20250429,2025-04-29,PAID,Direct,113.55,True,Low_Value
